tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label
1546,201977,Marcus Thornton,2009,3,2011-12,51,803,352,0.4383561643835616,draft
1547,201977,Marcus Thornton,2009,4,2012-13,72,773,332,0.4294954721862872,draft
1548,201978,Chase Budinger,2009,1,2009-10,73,563,249,0.4422735346358792,draft
1549,201978,Chase Budinger,2009,2,2010-11,78,654,278,0.42507645259938837,draft
1550,201978,Chase Budinger,2009,3,2011-12,56,470,208,0.4425531914893617,draft
1551,201978,Chase Budinger,2009,4,2012-13,23,191,79,0.41361256544502617,draft
1552,201980,Danny Green,2009,1,2009-10,16,38,15,0.39473684210526316,draft
1553,201980,Danny Green,2009,2,2010-11,6,35,17,0.4857142857142857,draft
1554,201980,Danny Green,2009,3,2011-12,66,476,211,0.4432773109243697,draft
1555,201980,Danny Green,2009,4,2012-13,80,660,297,0.45,draft
1556,201985,AJ Price,2009,1,2009-10,55,353,145,0.41076487252124644,draft
1557,201985,AJ Price,2009,2,2010-11,50,316,114,0.36075949367088606,draft
1558,201985,AJ Price,2009,3,2011-12,40,172,59,0.3430232558139535,draft
1559,201985,AJ Price,2009,4,2012-13,57,413,161,0.3898305084745763,draft
1560,201986,Nando De Colo,2009,4,2012-13,65,241,105,0.43568464730290457,draft
1561,201988,Patty Mills,2009,2,2010-11,60,326,135,0.41411042944785276,draft
1562,201988,Patty Mills,2009,3,2011-12,14,130,63,0.4846153846153846,draft
1563,201988,Patty Mills,2009,4,2012-13,51,241,113,0.46887966804979253,draft
1564,201991,Lester Hudson,2009,1,2009-10,17,53,21,0.39622641509433965,draft
1565,201991,Lester Hudson,2009,3,2011-12,16,162,62,0.38271604938271603,draft
1566,202322,John Wall,2010,1,2010-11,69,969,398,0.4107327141382869,draft
1567,202322,John Wall,2010,2,2011-12,66,893,378,0.4232922732362822,draft
1568,202322,John Wall,2010,3,2012-13,49,732,324,0.4426229508196721,draft
1569,202322,John Wall,2010,4,2013-14,82,1337,579,0.4330590875093493,draft
1570,202323,Evan Turner,2010,1,2010-11,76,527,225,0.4269449715370019,draft
1571,202323,Evan Turner,2010,2,2011-12,65,589,263,0.4465195246179966,draft
1572,202323,Evan Turner,2010,3,2012-13,82,1052,441,0.41920152091254753,draft
1573,202323,Evan Turner,2010,4,2013-14,81,1020,434,0.42549019607843136,draft
1574,202324,Derrick Favors,2010,1,2010-11,78,416,215,0.5168269230769231,draft
1575,202324,Derrick Favors,2010,2,2011-12,64,445,222,0.49887640449438203,draft
1576,202324,Derrick Favors,2010,3,2012-13,77,566,274,0.4840989399293286,draft
1577,202324,Derrick Favors,2010,4,2013-14,73,747,390,0.5220883534136547,draft
1578,202325,Wesley Johnson,2010,1,2010-11,79,682,271,0.3973607038123167,draft
1579,202325,Wesley Johnson,2010,2,2011-12,65,397,158,0.3979848866498741,draft
1580,202325,Wesley Johnson,2010,3,2012-13,48,396,161,0.4065656565656566,draft
1581,202325,Wesley Johnson,2010,4,2013-14,79,649,277,0.4268104776579353,draft
1582,202326,DeMarcus Cousins,2010,1,2010-11,81,1003,432,0.4307078763708873,draft
1583,202326,DeMarcus Cousins,2010,2,2011-12,64,998,448,0.44889779559118237,draft
1584,202326,DeMarcus Cousins,2010,3,2012-13,75,1035,482,0.46570048309178746,draft
1585,202326,DeMarcus Cousins,2010,4,2013-14,71,1191,591,0.49622166246851385,draft
1586,202327,Ekpe Udoh,2010,1,2010-11,50,222,97,0.4369369369369369,draft
1587,202327,Ekpe Udoh,2010,2,2011-12,61,295,127,0.43050847457627117,draft
1588,202327,Ekpe Udoh,2010,3,2012-13,70,269,117,0.4349442379182156,draft
1589,202327,Ekpe Udoh,2010,4,2013-14,39,143,57,0.3986013986013986,draft
1590,202328,Greg Monroe,2010,1,2010-11,79,549,303,0.5519125683060109,draft
1591,202328,Greg Monroe,2010,2,2011-12,66,780,407,0.5217948717948718,draft
1592,202328,Greg Monroe,2010,3,2012-13,81,1057,514,0.48628192999053926,draft
1593,202328,Greg Monroe,2010,4,2013-14,82,1014,504,0.4970414201183432,draft
1594,202329,Al-Farouq Aminu,2010,1,2010-11,75,405,160,0.3950617283950617,draft
1595,202329,Al-Farouq Aminu,2010,2,2011-12,64,365,150,0.410958904109589,draft
1596,202329,Al-Farouq Aminu,2010,3,2012-13,74,474,225,0.47468354430379744,draft
1597,202329,Al-Farouq Aminu,2010,4,2013-14,79,494,234,0.47368421052631576,draft
1598,202330,Gordon Hayward,2010,1,2010-11,64,293,142,0.48464163822525597,draft
1599,202330,Gordon Hayward,2010,2,2011-12,66,586,267,0.45563139931740615,draft
1600,202330,Gordon Hayward,2010,3,2012-13,72,772,336,0.43523316062176165,draft
1601,202330,Gordon Hayward,2010,4,2013-14,77,1032,426,0.4127906976744186,draft
1602,202331,Paul George,2010,1,2010-11,60,394,179,0.4543147208121827,draft
1603,202331,Paul George,2010,2,2011-12,66,637,280,0.43956043956043955,draft
1604,202331,Paul George,2010,3,2012-13,79,1173,493,0.42028985507246375,draft
1605,202331,Paul George,2010,4,2013-14,80,1358,577,0.42488954344624447,draft
1606,202332,Cole Aldrich,2010,2,2011-12,19,42,22,0.5238095238095238,draft
1607,202332,Cole Aldrich,2010,3,2012-13,30,80,44,0.55,draft
1608,202332,Cole Aldrich,2010,4,2013-14,24,61,33,0.5409836065573771,draft
1609,202333,Xavier Henry,2010,1,2010-11,31,160,65,0.40625,draft
1610,202333,Xavier Henry,2010,2,2011-12,45,228,90,0.39473684210526316,draft
1611,202333,Xavier Henry,2010,3,2012-13,38,160,66,0.4125,draft
1612,202333,Xavier Henry,2010,4,2013-14,43,344,144,0.4186046511627907,draft
1613,202334,Ed Davis,2010,1,2010-11,64,373,215,0.5764075067024129,draft
1614,202334,Ed Davis,2010,2,2011-12,66,334,172,0.5149700598802395,draft
1615,202334,Ed Davis,2010,3,2012-13,78,482,260,0.5394190871369294,draft
1616,202334,Ed Davis,2010,4,2013-14,61,290,155,0.5344827586206896,draft
1617,202335,Patrick Patterson,2010,1,2010-11,49,266,149,0.5601503759398496,draft
1618,202335,Patrick Patterson,2010,2,2011-12,64,511,225,0.44031311154598823,draft
1619,202335,Patrick Patterson,2010,3,2012-13,71,623,319,0.5120385232744783,draft
1620,202335,Patrick Patterson,2010,4,2013-14,65,489,225,0.4601226993865031,draft
1621,202336,Larry Sanders,2010,1,2010-11,55,268,116,0.43283582089552236,draft
1622,202336,Larry Sanders,2010,2,2011-12,48,184,84,0.45652173913043476,draft
1623,202336,Larry Sanders,2010,3,2012-13,70,605,306,0.5057851239669422,draft
1624,202336,Larry Sanders,2010,4,2013-14,23,162,76,0.4691358024691358,draft
1625,202337,Luke Babbitt,2010,1,2010-11,17,55,15,0.2727272727272727,draft
1626,202337,Luke Babbitt,2010,2,2011-12,33,173,71,0.41040462427745666,draft
1627,202337,Luke Babbitt,2010,3,2012-13,54,234,86,0.36752136752136755,draft
1628,202337,Luke Babbitt,2010,4,2013-14,26,154,60,0.38961038961038963,draft
1629,202338,Kevin Seraphin,2010,1,2010-11,49,147,66,0.4489795918367347,draft
1630,202338,Kevin Seraphin,2010,2,2011-12,53,382,203,0.5314136125654451,draft
1631,202338,Kevin Seraphin,2010,3,2012-13,78,716,330,0.46089385474860334,draft
1632,202338,Kevin Seraphin,2010,4,2013-14,49,220,111,0.5045454545454545,draft
1633,202339,Eric Bledsoe,2010,1,2010-11,77,484,206,0.4256198347107438,draft
1634,202339,Eric Bledsoe,2010,2,2011-12,34,126,49,0.3888888888888889,draft
1635,202339,Eric Bledsoe,2010,3,2012-13,76,565,253,0.44778761061946903,draft
1636,202339,Eric Bledsoe,2010,4,2013-14,43,556,265,0.4766187050359712,draft
1637,202340,Avery Bradley,2010,1,2010-11,20,67,23,0.34328358208955223,draft
1638,202340,Avery Bradley,2010,2,2011-12,62,402,200,0.4975124378109453,draft
1639,202340,Avery Bradley,2010,3,2012-13,50,478,192,0.401673640167364,draft
1640,202340,Avery Bradley,2010,4,2013-14,60,824,361,0.4381067961165049,draft
1641,202341,James Anderson,2010,1,2010-11,21,81,31,0.38271604938271603,draft
1642,202341,James Anderson,2010,2,2011-12,40,173,66,0.3815028901734104,draft
1643,202341,James Anderson,2010,3,2012-13,30,125,52,0.416,draft
1644,202341,James Anderson,2010,4,2013-14,80,716,309,0.43156424581005587,draft
1645,202342,Craig Brackins,2010,2,2011-12,11,33,9,0.2727272727272727,draft
1646,202343,Elliot Williams,2010,2,2011-12,20,74,37,0.5,draft
1647,202343,Elliot Williams,2010,4,2013-14,65,337,140,0.41543026706231456,draft
1648,202344,Trevor Booker,2010,1,2010-11,55,253,139,0.549407114624506,draft
1649,202344,Trevor Booker,2010,2,2011-12,49,341,181,0.530791788856305,draft
1650,202344,Trevor Booker,2010,3,2012-13,46,219,108,0.4931506849315068,draft
1651,202344,Trevor Booker,2010,4,2013-14,70,403,222,0.5508684863523573,draft
1652,202345,Damion James,2010,1,2010-11,22,103,46,0.44660194174757284,draft
1653,202345,Damion James,2010,2,2011-12,7,35,13,0.37142857142857144,draft
1654,202346,Dominique Jones,2010,1,2010-11,14,44,14,0.3181818181818182,draft
1655,202346,Dominique Jones,2010,2,2011-12,22,73,29,0.3972602739726027,draft
1656,202346,Dominique Jones,2010,3,2012-13,23,108,40,0.37037037037037035,draft
1657,202347,Quincy Pondexter,2010,1,2010-11,52,180,73,0.40555555555555556,draft
1658,202347,Quincy Pondexter,2010,2,2011-12,57,238,108,0.453781512605042,draft
1659,202347,Quincy Pondexter,2010,3,2012-13,57,298,128,0.42953020134228187,draft
1660,202347,Quincy Pondexter,2010,4,2013-14,13,79,31,0.3924050632911392,draft
1661,202348,Jordan Crawford,2010,1,2010-11,42,499,192,0.3847695390781563,draft
1662,202348,Jordan Crawford,2010,2,2011-12,64,871,349,0.4006888633754305,draft
1663,202348,Jordan Crawford,2010,3,2012-13,70,722,301,0.4168975069252078,draft
1664,202348,Jordan Crawford,2010,4,2013-14,81,786,327,0.41603053435114506,draft
1665,202349,Greivis Vasquez,2010,1,2010-11,65,229,95,0.4148471615720524,draft
1666,202349,Greivis Vasquez,2010,2,2011-12,66,523,225,0.43021032504780116,draft
1667,202349,Greivis Vasquez,2010,3,2012-13,78,1009,438,0.43409316154608524,draft
1668,202349,Greivis Vasquez,2010,4,2013-14,78,655,277,0.42290076335877863,draft
1669,202350,Daniel Orton,2010,2,2011-12,12,30,17,0.5666666666666667,draft
1670,202350,Daniel Orton,2010,3,2012-13,10,26,12,0.46153846153846156,draft
1671,202350,Daniel Orton,2010,4,2013-14,15,47,21,0.44680851063829785,draft
1672,202351,Lazar Hayward,2010,1,2010-11,37,152,55,0.3618421052631579,draft
1673,202351,Lazar Hayward,2010,2,2011-12,16,38,13,0.34210526315789475,draft
1674,202354,Dexter Pittman,2010,2,2011-12,25,94,44,0.46808510638297873,draft
1675,202355,Hassan Whiteside,2010,2,2011-12,12,27,12,0.4444444444444444,draft
1676,202356,Armon Johnson,2010,1,2010-11,24,100,46,0.46,draft
1677,202356,Armon Johnson,2010,2,2011-12,9,43,20,0.46511627906976744,draft
1678,202361,Landry Fields,2010,1,2010-11,82,599,299,0.4991652754590985,draft
1679,202361,Landry Fields,2010,2,2011-12,66,513,236,0.4600389863547758,draft
1680,202361,Landry Fields,2010,3,2012-13,48,223,102,0.45739910313901344,draft
1681,202361,Landry Fields,2010,4,2013-14,20,67,27,0.40298507462686567,draft
1682,202362,Lance Stephenson,2010,1,2010-11,11,38,13,0.34210526315789475,draft
1683,202362,Lance Stephenson,2010,2,2011-12,37,124,47,0.3790322580645161,draft
1684,202362,Lance Stephenson,2010,3,2012-13,78,597,275,0.46063651591289784,draft
1685,202362,Lance Stephenson,2010,4,2013-14,78,866,427,0.4930715935334873,draft
1686,202363,Jarvis Varnado,2010,4,2013-14,19,60,36,0.6,draft
1687,202365,Devin Ebanks,2010,1,2010-11,17,51,21,0.4117647058823529,draft
1688,202365,Devin Ebanks,2010,2,2011-12,21,89,37,0.4157303370786517,draft
1689,202365,Devin Ebanks,2010,3,2012-13,19,71,24,0.3380281690140845,draft
1690,202366,Jerome Jordan,2010,2,2011-12,14,33,17,0.5151515151515151,draft
1691,202374,Solomon Alabi,2010,2,2011-12,9,36,13,0.3611111111111111,draft
1692,202376,Luke Harangody,2010,1,2010-11,46,206,79,0.38349514563106796,draft
1693,202376,Luke Harangody,2010,2,2011-12,18,65,23,0.35384615384615387,draft
1694,202378,Willie Warren,2010,1,2010-11,14,35,13,0.37142857142857144,draft
1695,202379,Jeremy Evans,2010,1,2010-11,38,115,76,0.6608695652173913,draft
1696,202379,Jeremy Evans,2010,2,2011-12,17,42,27,0.6428571428571429,draft
1697,202379,Jeremy Evans,2010,3,2012-13,23,44,27,0.6136363636363636,draft
1698,202379,Jeremy Evans,2010,4,2013-14,64,332,175,0.5271084337349398,draft
1699,202382,Derrick Caracter,2010,1,2010-11,28,66,32,0.48484848484848486,draft
1700,202681,Kyrie Irving,2011,1,2011-12,51,744,350,0.47043010752688175,draft
1701,202681,Kyrie Irving,2011,2,2012-13,59,1068,484,0.45318352059925093,draft
1702,202681,Kyrie Irving,2011,3,2013-14,71,1235,532,0.4307692307692308,draft
1703,202681,Kyrie Irving,2011,4,2014-15,75,1232,576,0.4675324675324675,draft
1704,202682,Derrick Williams,2011,1,2011-12,66,497,205,0.4124748490945674,draft
1705,202682,Derrick Williams,2011,2,2012-13,78,785,338,0.4305732484076433,draft
1706,202682,Derrick Williams,2011,3,2013-14,77,482,206,0.42738589211618255,draft
1707,202682,Derrick Williams,2011,4,2014-15,69,485,217,0.44742268041237115,draft
1708,202683,Enes Freedom,2011,1,2011-12,61,236,117,0.4957627118644068,draft
1709,202683,Enes Freedom,2011,2,2012-13,70,379,206,0.5435356200527705,draft
1710,202683,Enes Freedom,2011,3,2013-14,80,853,419,0.4912075029308324,draft
1711,202683,Enes Freedom,2011,4,2014-15,75,928,482,0.5193965517241379,draft
1712,202684,Tristan Thompson,2011,1,2011-12,60,441,194,0.4399092970521542,draft
1713,202684,Tristan Thompson,2011,2,2012-13,82,798,390,0.48872180451127817,draft
1714,202684,Tristan Thompson,2011,3,2013-14,82,760,363,0.4776315789473684,draft
1715,202684,Tristan Thompson,2011,4,2014-15,81,488,267,0.5471311475409836,draft
1716,202685,Jonas Valančiūnas,2011,2,2012-13,60,366,204,0.5573770491803278,draft
1717,202685,Jonas Valančiūnas,2011,3,2013-14,81,676,359,0.5310650887573964,draft
1718,202685,Jonas Valančiūnas,2011,4,2014-15,80,652,373,0.5720858895705522,draft
1719,202686,Jan Vesely,2011,1,2011-12,50,218,117,0.536697247706422,draft
1720,202686,Jan Vesely,2011,2,2012-13,40,114,57,0.5,draft
1721,202686,Jan Vesely,2011,3,2013-14,47,173,89,0.5144508670520231,draft
1722,202687,Bismack Biyombo,2011,1,2011-12,60,278,129,0.46402877697841727,draft
1723,202687,Bismack Biyombo,2011,2,2012-13,77,346,156,0.4508670520231214,draft
1724,202687,Bismack Biyombo,2011,3,2013-14,66,144,88,0.6111111111111112,draft
1725,202687,Bismack Biyombo,2011,4,2014-15,53,186,101,0.543010752688172,draft
1726,202688,Brandon Knight,2011,1,2011-12,66,765,319,0.4169934640522876,draft
1727,202688,Brandon Knight,2011,2,2012-13,75,878,357,0.40660592255125283,draft
1728,202688,Brandon Knight,2011,3,2013-14,71,1092,461,0.42216117216117216,draft
1729,202688,Brandon Knight,2011,4,2014-15,63,888,375,0.4222972972972973,draft
1730,202689,Kemba Walker,2011,1,2011-12,66,765,281,0.3673202614379085,draft
1731,202689,Kemba Walker,2011,2,2012-13,82,1238,526,0.42487883683360256,draft
1732,202689,Kemba Walker,2011,3,2013-14,73,1136,449,0.39524647887323944,draft
1733,202689,Kemba Walker,2011,4,2014-15,62,977,378,0.38689866939611056,draft
1734,202690,Jimmer Fredette,2011,1,2011-12,61,446,172,0.38565022421524664,draft
1735,202690,Jimmer Fredette,2011,2,2012-13,67,409,172,0.42053789731051344,draft
1736,202690,Jimmer Fredette,2011,3,2013-14,47,226,107,0.47345132743362833,draft
1737,202690,Jimmer Fredette,2011,4,2014-15,41,166,63,0.3795180722891566,draft
1738,202691,Klay Thompson,2011,1,2011-12,66,718,318,0.4428969359331476,draft
1739,202691,Klay Thompson,2011,2,2012-13,82,1202,508,0.4226289517470882,draft
1740,202691,Klay Thompson,2011,3,2013-14,81,1256,559,0.4450636942675159,draft
1741,202691,Klay Thompson,2011,4,2014-15,77,1297,602,0.46414803392444104,draft
1742,202692,Alec Burks,2011,1,2011-12,59,356,153,0.4297752808988764,draft
1743,202692,Alec Burks,2011,2,2012-13,63,388,163,0.42010309278350516,draft
1744,202692,Alec Burks,2011,3,2013-14,78,824,380,0.46116504854368934,draft
1745,202692,Alec Burks,2011,4,2014-15,27,299,121,0.40468227424749165,draft
1746,202693,Markieff Morris,2011,1,2011-12,60,435,174,0.4,draft
1747,202693,Markieff Morris,2011,2,2012-13,82,651,266,0.40860215053763443,draft
1748,202693,Markieff Morris,2011,3,2013-14,80,840,411,0.48928571428571427,draft
1749,202693,Markieff Morris,2011,4,2014-15,82,1098,512,0.4663023679417122,draft
1750,202694,Marcus Morris Sr.,2011,1,2011-12,16,54,16,0.2962962962962963,draft
1751,202694,Marcus Morris Sr.,2011,2,2012-13,77,522,222,0.42528735632183906,draft
1752,202694,Marcus Morris Sr.,2011,3,2013-14,82,648,288,0.4444444444444444,draft
1753,202694,Marcus Morris Sr.,2011,4,2014-15,81,760,331,0.4355263157894737,draft
1754,202695,Kawhi Leonard,2011,1,2011-12,64,404,199,0.49257425742574257,draft
1755,202695,Kawhi Leonard,2011,2,2012-13,58,526,260,0.49429657794676807,draft
1756,202695,Kawhi Leonard,2011,3,2013-14,66,645,337,0.5224806201550387,draft
1757,202695,Kawhi Leonard,2011,4,2014-15,64,822,394,0.4793187347931874,draft
1758,202696,Nikola Vučević,2011,1,2011-12,49,291,131,0.45017182130584193,draft
1759,202696,Nikola Vučević,2011,2,2012-13,77,889,461,0.5185601799775028,draft
1760,202696,Nikola Vučević,2011,3,2013-14,57,696,353,0.507183908045977,draft
1761,202696,Nikola Vučević,2011,4,2014-15,74,1206,631,0.5232172470978441,draft
1762,202697,Iman Shumpert,2011,1,2011-12,59,531,214,0.4030131826741996,draft
1763,202697,Iman Shumpert,2011,2,2012-13,45,273,109,0.3992673992673993,draft
1764,202697,Iman Shumpert,2011,3,2013-14,74,484,183,0.378099173553719,draft
1765,202697,Iman Shumpert,2011,4,2014-15,61,470,193,0.4106382978723404,draft
1766,202698,Chris Singleton,2011,1,2011-12,63,312,116,0.3717948717948718,draft
1767,202698,Chris Singleton,2011,2,2012-13,47,241,92,0.3817427385892116,draft
1768,202698,Chris Singleton,2011,3,2013-14,18,67,25,0.373134328358209,draft
1769,202699,Tobias Harris,2011,1,2011-12,39,169,79,0.46745562130177515,draft
1770,202699,Tobias Harris,2011,2,2012-13,50,512,233,0.455078125,draft
1771,202699,Tobias Harris,2011,3,2013-14,61,716,332,0.46368715083798884,draft
1772,202699,Tobias Harris,2011,4,2014-15,68,947,442,0.46673706441393875,draft
1773,202700,Donatas Motiejunas,2011,2,2012-13,41,213,97,0.45539906103286387,draft
1774,202700,Donatas Motiejunas,2011,3,2013-14,58,291,131,0.45017182130584193,draft
1775,202700,Donatas Motiejunas,2011,4,2014-15,70,700,353,0.5042857142857143,draft
1776,202701,Nolan Smith,2011,1,2011-12,41,180,67,0.37222222222222223,draft
1777,202701,Nolan Smith,2011,2,2012-13,36,114,42,0.3684210526315789,draft
1778,202702,Kenneth Faried,2011,1,2011-12,46,309,181,0.5857605177993528,draft
1779,202702,Kenneth Faried,2011,2,2012-13,79,689,380,0.5515239477503628,draft
1780,202702,Kenneth Faried,2011,3,2013-14,80,820,447,0.5451219512195122,draft
1781,202702,Kenneth Faried,2011,4,2014-15,75,733,373,0.5088676671214188,draft
1782,202703,Nikola Mirotic,2011,4,2014-15,77,623,253,0.406099518459069,draft
1783,202704,Reggie Jackson,2011,1,2011-12,43,158,51,0.3227848101265823,draft
1784,202704,Reggie Jackson,2011,2,2012-13,65,320,149,0.465625,draft
1785,202704,Reggie Jackson,2011,3,2013-14,80,907,403,0.44432194046306506,draft
1786,202704,Reggie Jackson,2011,4,2014-15,77,993,432,0.4350453172205438,draft
1787,202705,MarShon Brooks,2011,1,2011-12,56,640,274,0.428125,draft
1788,202705,MarShon Brooks,2011,2,2012-13,65,335,155,0.4626865671641791,draft
1789,202705,MarShon Brooks,2011,3,2013-14,31,125,57,0.456,draft
1790,202706,Jordan Hamilton,2011,1,2011-12,25,111,48,0.43243243243243246,draft
1791,202706,Jordan Hamilton,2011,2,2012-13,37,200,84,0.42,draft
1792,202706,Jordan Hamilton,2011,3,2013-14,60,376,147,0.39095744680851063,draft
1793,202706,Jordan Hamilton,2011,4,2014-15,9,35,14,0.4,draft
1794,202707,JaJuan Johnson,2011,1,2011-12,29,121,54,0.4462809917355372,draft
1795,202708,Norris Cole,2011,1,2011-12,64,449,177,0.39420935412026725,draft
1796,202708,Norris Cole,2011,2,2012-13,77,424,179,0.4221698113207547,draft
1797,202708,Norris Cole,2011,3,2013-14,81,500,207,0.414,draft
1798,202708,Norris Cole,2011,4,2014-15,75,556,229,0.4118705035971223,draft
1799,202709,Cory Joseph,2011,1,2011-12,22,70,22,0.3142857142857143,draft
1800,202709,Cory Joseph,2011,2,2012-13,23,110,51,0.4636363636363636,draft
1801,202709,Cory Joseph,2011,3,2013-14,59,265,126,0.47547169811320755,draft
1802,202709,Cory Joseph,2011,4,2014-15,73,409,207,0.5061124694376528,draft
1803,202710,Jimmy Butler III,2011,1,2011-12,27,79,32,0.4050632911392405,draft
1804,202710,Jimmy Butler III,2011,2,2012-13,79,510,239,0.46862745098039216,draft
1805,202710,Jimmy Butler III,2011,3,2013-14,67,691,275,0.3979739507959479,draft
1806,202710,Jimmy Butler III,2011,4,2014-15,65,911,421,0.4621295279912184,draft
1807,202711,Bojan Bogdanovic,2011,4,2014-15,76,576,261,0.453125,draft
1808,202712,Justin Harper,2011,1,2011-12,8,31,9,0.2903225806451613,draft
1809,202713,Kyle Singler,2011,2,2012-13,82,640,275,0.4296875,draft
1810,202713,Kyle Singler,2011,3,2013-14,80,598,269,0.4498327759197324,draft
1811,202713,Kyle Singler,2011,4,2014-15,78,446,172,0.38565022421524664,draft
1812,202714,Shelvin Mack,2011,1,2011-12,62,220,88,0.4,draft
1813,202714,Shelvin Mack,2011,2,2012-13,26,126,58,0.4603174603174603,draft
1814,202714,Shelvin Mack,2011,3,2013-14,71,501,209,0.4171656686626746,draft
1815,202714,Shelvin Mack,2011,4,2014-15,51,292,117,0.4006849315068493,draft
1816,202716,Jordan Williams,2011,1,2011-12,36,152,77,0.506578947368421,draft
1817,202717,Trey Thompkins,2011,1,2011-12,20,61,24,0.39344262295081966,draft
1818,202718,Chandler Parsons,2011,1,2011-12,62,548,248,0.45255474452554745,draft
1819,202718,Chandler Parsons,2011,2,2012-13,76,939,456,0.48562300319488816,draft
1820,202718,Chandler Parsons,2011,3,2013-14,74,985,464,0.47106598984771575,draft
1821,202718,Chandler Parsons,2011,4,2014-15,66,829,383,0.4620024125452352,draft
1822,202719,Jeremy Tyler,2011,1,2011-12,37,209,88,0.42105263157894735,draft
1823,202719,Jeremy Tyler,2011,3,2013-14,33,116,60,0.5172413793103449,draft
1824,202720,Jon Leuer,2011,1,2011-12,42,191,97,0.5078534031413613,draft
1825,202720,Jon Leuer,2011,2,2012-13,21,52,25,0.4807692307692308,draft
1826,202720,Jon Leuer,2011,3,2013-14,44,246,121,0.491869918699187,draft
1827,202720,Jon Leuer,2011,4,2014-15,56,273,121,0.4432234432234432,draft
1828,202721,Darius Morris,2011,1,2011-12,17,41,17,0.4146341463414634,draft
1829,202721,Darius Morris,2011,2,2012-13,43,187,73,0.39037433155080214,draft
1830,202721,Darius Morris,2011,3,2013-14,23,96,39,0.40625,draft
1831,202721,Darius Morris,2011,4,2014-15,33,106,36,0.33962264150943394,draft
1832,202723,Malcolm Lee,2011,1,2011-12,18,59,23,0.3898305084745763,draft
1833,202723,Malcolm Lee,2011,2,2012-13,15,75,29,0.38666666666666666,draft
1834,202724,Charles Jenkins,2011,1,2011-12,44,290,130,0.4482758620689655,draft
1835,202724,Charles Jenkins,2011,2,2012-13,40,121,49,0.4049586776859504,draft
1836,202725,Josh Harrellson,2011,1,2011-12,34,149,63,0.4228187919463087,draft
1837,202725,Josh Harrellson,2011,3,2013-14,26,82,38,0.4634146341463415,draft
1838,202726,Andrew Goudelock,2011,1,2011-12,37,174,68,0.39080459770114945,draft
1839,202729,Josh Selby,2011,1,2011-12,25,70,25,0.35714285714285715,draft
1840,202730,Lavoy Allen,2011,1,2011-12,38,167,79,0.47305389221556887,draft
1841,202730,Lavoy Allen,2011,2,2012-13,77,454,206,0.45374449339207046,draft
1842,202730,Lavoy Allen,2011,3,2013-14,59,300,134,0.44666666666666666,draft
1843,202730,Lavoy Allen,2011,4,2014-15,57,299,141,0.47157190635451507,draft
1844,202731,Vernon Macklin,2011,1,2011-12,12,35,19,0.5428571428571428,draft
1845,202732,DeAndre Liggins,2011,1,2011-12,9,25,12,0.48,draft
1846,202732,DeAndre Liggins,2011,2,2012-13,23,47,21,0.44680851063829785,draft
1847,202734,E'Twaun Moore,2011,1,2011-12,32,113,43,0.3805309734513274,draft
1848,202734,E'Twaun Moore,2011,2,2012-13,74,598,237,0.3963210702341137,draft
1849,202734,E'Twaun Moore,2011,3,2013-14,78,456,195,0.4276315789473684,draft
1850,202734,E'Twaun Moore,2011,4,2014-15,43,139,62,0.4460431654676259,draft
1851,202738,Isaiah Thomas,2011,1,2011-12,61,570,256,0.44912280701754387,draft
1852,202738,Isaiah Thomas,2011,2,2012-13,78,831,366,0.4404332129963899,draft
1853,202738,Isaiah Thomas,2011,3,2013-14,72,1096,496,0.45255474452554745,draft
1854,202738,Isaiah Thomas,2011,4,2014-15,67,794,335,0.42191435768261965,draft
1855,203076,Anthony Davis,2012,1,2012-13,64,675,349,0.5170370370370371,draft
1856,203076,Anthony Davis,2012,2,2013-14,67,1005,522,0.5194029850746269,draft
1857,203076,Anthony Davis,2012,3,2014-15,68,1196,642,0.5367892976588629,draft
1858,203076,Anthony Davis,2012,4,2015-16,61,1134,560,0.49382716049382713,draft
1859,203077,Michael Kidd-Gilchrist,2012,1,2012-13,78,613,281,0.45840130505709625,draft
1860,203077,Michael Kidd-Gilchrist,2012,2,2013-14,62,353,167,0.4730878186968839,draft
1861,203077,Michael Kidd-Gilchrist,2012,3,2014-15,55,482,224,0.46473029045643155,draft
1862,203077,Michael Kidd-Gilchrist,2012,4,2015-16,7,61,33,0.5409836065573771,draft
1863,203078,Bradley Beal,2012,1,2012-13,56,687,282,0.4104803493449782,draft
1864,203078,Bradley Beal,2012,2,2013-14,73,1148,481,0.4189895470383275,draft
1865,203078,Bradley Beal,2012,3,2014-15,63,851,363,0.42655699177438305,draft
1866,203078,Bradley Beal,2012,4,2015-16,55,796,359,0.4510050251256281,draft
1867,203079,Dion Waiters,2012,1,2012-13,61,815,336,0.41226993865030676,draft
1868,203079,Dion Waiters,2012,2,2013-14,70,993,430,0.43303121852970794,draft
1869,203079,Dion Waiters,2012,3,2014-15,80,946,375,0.3964059196617336,draft
1870,203079,Dion Waiters,2012,4,2015-16,78,705,282,0.4,draft
1871,203080,Thomas Robinson,2012,1,2012-13,69,321,138,0.42990654205607476,draft
1872,203080,Thomas Robinson,2012,2,2013-14,66,293,141,0.4812286689419795,draft
1873,203080,Thomas Robinson,2012,3,2014-15,51,258,126,0.4883720930232558,draft
