tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label
2623,1628382,Justin Jackson,2017,2,2018-19,79,483,217,0.4492753623188406,draft
2624,1628382,Justin Jackson,2017,3,2019-20,62,341,135,0.39589442815249265,draft
2625,1628382,Justin Jackson,2017,4,2020-21,34,221,89,0.40271493212669685,draft
2626,1628383,Justin Patton,2017,4,2020-21,13,70,29,0.4142857142857143,draft
2627,1628384,OG Anunoby,2017,1,2017-18,72,346,163,0.47109826589595377,draft
2628,1628384,OG Anunoby,2017,2,2018-19,67,404,183,0.452970297029703,draft
2629,1628384,OG Anunoby,2017,3,2019-20,68,566,286,0.5053003533568905,draft
2630,1628384,OG Anunoby,2017,4,2020-21,43,518,249,0.4806949806949807,draft
2631,1628385,Harry Giles III,2017,2,2018-19,54,347,175,0.5043227665706052,draft
2632,1628385,Harry Giles III,2017,3,2019-20,42,251,139,0.5537848605577689,draft
2633,1628385,Harry Giles III,2017,4,2020-21,32,97,42,0.4329896907216495,draft
2634,1628386,Jarrett Allen,2017,1,2017-18,70,396,234,0.5909090909090909,draft
2635,1628386,Jarrett Allen,2017,2,2018-19,80,568,335,0.5897887323943662,draft
2636,1628386,Jarrett Allen,2017,3,2019-20,70,465,302,0.6494623655913978,draft
2637,1628386,Jarrett Allen,2017,4,2020-21,63,482,298,0.6182572614107884,draft
2638,1628388,T.J. Leaf,2017,1,2017-18,43,136,64,0.47058823529411764,draft
2639,1628388,T.J. Leaf,2017,2,2018-19,50,183,99,0.5409836065573771,draft
2640,1628388,T.J. Leaf,2017,3,2019-20,25,86,36,0.4186046511627907,draft
2641,1628389,Bam Adebayo,2017,1,2017-18,64,336,174,0.5178571428571429,draft
2642,1628389,Bam Adebayo,2017,2,2018-19,82,484,280,0.5785123966942148,draft
2643,1628389,Bam Adebayo,2017,3,2019-20,72,789,440,0.5576679340937896,draft
2644,1628389,Bam Adebayo,2017,4,2020-21,64,800,456,0.57,draft
2645,1628390,Terrance Ferguson,2017,1,2017-18,50,169,70,0.41420118343195267,draft
2646,1628390,Terrance Ferguson,2017,2,2018-19,73,431,185,0.42923433874709976,draft
2647,1628390,Terrance Ferguson,2017,3,2019-20,52,220,78,0.35454545454545455,draft
2648,1628391,D.J. Wilson,2017,2,2018-19,45,251,104,0.41434262948207173,draft
2649,1628391,D.J. Wilson,2017,3,2019-20,35,132,52,0.3939393939393939,draft
2650,1628391,D.J. Wilson,2017,4,2020-21,34,167,68,0.40718562874251496,draft
2651,1628392,Isaiah Hartenstein,2017,2,2018-19,18,41,20,0.4878048780487805,draft
2652,1628392,Isaiah Hartenstein,2017,3,2019-20,19,67,44,0.6567164179104478,draft
2653,1628392,Isaiah Hartenstein,2017,4,2020-21,40,171,94,0.5497076023391813,draft
2654,1628393,Jawun Evans,2017,1,2017-18,43,250,89,0.356,draft
2655,1628394,Anžejs Pasečņiks,2017,3,2019-20,22,116,61,0.5258620689655172,draft
2656,1628395,Jordan Bell,2017,1,2017-18,49,185,116,0.6270270270270271,draft
2657,1628395,Jordan Bell,2017,2,2018-19,59,191,99,0.518324607329843,draft
2658,1628395,Jordan Bell,2017,3,2019-20,27,67,35,0.5223880597014925,draft
2659,1628396,Tony Bradley,2017,3,2019-20,56,189,126,0.6666666666666666,draft
2660,1628396,Tony Bradley,2017,4,2020-21,41,197,131,0.6649746192893401,draft
2661,1628397,Ivan Rabb,2017,1,2017-18,31,152,86,0.5657894736842105,draft
2662,1628397,Ivan Rabb,2017,2,2018-19,45,212,116,0.5471698113207547,draft
2663,1628398,Kyle Kuzma,2017,1,2017-18,77,1038,468,0.4508670520231214,draft
2664,1628398,Kyle Kuzma,2017,2,2018-19,70,1087,496,0.4563017479300828,draft
2665,1628398,Kyle Kuzma,2017,3,2019-20,61,667,291,0.4362818590704648,draft
2666,1628398,Kyle Kuzma,2017,4,2020-21,68,756,335,0.44312169312169314,draft
2667,1628400,Semi Ojeleye,2017,1,2017-18,59,188,65,0.34574468085106386,draft
2668,1628400,Semi Ojeleye,2017,2,2018-19,44,157,67,0.4267515923566879,draft
2669,1628400,Semi Ojeleye,2017,3,2019-20,56,196,80,0.40816326530612246,draft
2670,1628400,Semi Ojeleye,2017,4,2020-21,50,221,89,0.40271493212669685,draft
2671,1628401,Derrick White,2017,1,2017-18,10,33,16,0.48484848484848486,draft
2672,1628401,Derrick White,2017,2,2018-19,65,543,260,0.47882136279926335,draft
2673,1628401,Derrick White,2017,3,2019-20,68,550,253,0.46,draft
2674,1628401,Derrick White,2017,4,2020-21,36,453,186,0.4105960264900662,draft
2675,1628402,Frank Jackson,2017,2,2018-19,57,447,194,0.43400447427293065,draft
2676,1628402,Frank Jackson,2017,3,2019-20,53,329,134,0.4072948328267477,draft
2677,1628402,Frank Jackson,2017,4,2020-21,39,293,134,0.45733788395904434,draft
2678,1628403,Caleb Swanigan,2017,1,2017-18,19,60,24,0.4,draft
2679,1628403,Caleb Swanigan,2017,2,2018-19,16,53,18,0.33962264150943394,draft
2680,1628403,Caleb Swanigan,2017,3,2019-20,17,47,28,0.5957446808510638,draft
2681,1628404,Josh Hart,2017,1,2017-18,61,375,176,0.4693333333333333,draft
2682,1628404,Josh Hart,2017,2,2018-19,66,464,189,0.4073275862068966,draft
2683,1628404,Josh Hart,2017,3,2019-20,65,532,225,0.42293233082706766,draft
2684,1628404,Josh Hart,2017,4,2020-21,47,344,151,0.438953488372093,draft
2685,1628407,Dwayne Bacon,2017,1,2017-18,42,192,72,0.375,draft
2686,1628407,Dwayne Bacon,2017,2,2018-19,36,257,122,0.47470817120622566,draft
2687,1628407,Dwayne Bacon,2017,3,2019-20,35,244,85,0.3483606557377049,draft
2688,1628407,Dwayne Bacon,2017,4,2020-21,71,726,292,0.4022038567493113,draft
2689,1628409,Alec Peters,2017,1,2017-18,18,74,28,0.3783783783783784,draft
2690,1628410,Edmond Sumner,2017,2,2018-19,16,64,22,0.34375,draft
2691,1628410,Edmond Sumner,2017,3,2019-20,30,142,61,0.4295774647887324,draft
2692,1628410,Edmond Sumner,2017,4,2020-21,50,281,148,0.5266903914590747,draft
2693,1628411,Wes Iwundu,2017,1,2017-18,60,218,93,0.42660550458715596,draft
2694,1628411,Wes Iwundu,2017,2,2018-19,65,273,113,0.4139194139194139,draft
2695,1628411,Wes Iwundu,2017,3,2019-20,50,233,97,0.41630901287553645,draft
2696,1628411,Wes Iwundu,2017,4,2020-21,33,102,34,0.3333333333333333,draft
2697,1628412,Frank Mason III,2017,1,2017-18,52,378,144,0.38095238095238093,draft
2698,1628412,Frank Mason III,2017,2,2018-19,36,169,71,0.42011834319526625,draft
2699,1628412,Frank Mason III,2017,3,2019-20,6,51,23,0.45098039215686275,draft
2700,1628413,Jonah Bolden,2017,2,2018-19,40,162,80,0.49382716049382713,draft
2701,1628414,Sindarius Thornwell,2017,1,2017-18,63,232,100,0.43103448275862066,draft
2702,1628414,Sindarius Thornwell,2017,2,2018-19,26,49,17,0.3469387755102041,draft
2703,1628414,Sindarius Thornwell,2017,4,2020-21,18,46,15,0.32608695652173914,draft
2704,1628415,Dillon Brooks,2017,1,2017-18,82,766,340,0.44386422976501305,draft
2705,1628415,Dillon Brooks,2017,2,2018-19,18,121,49,0.4049586776859504,draft
2706,1628415,Dillon Brooks,2017,3,2019-20,73,1067,435,0.4076850984067479,draft
2707,1628415,Dillon Brooks,2017,4,2020-21,67,1031,432,0.4190106692531523,draft
2708,1628416,Tyler Dorsey,2017,1,2017-18,53,379,144,0.37994722955145116,draft
2709,1628416,Tyler Dorsey,2017,2,2018-19,45,264,107,0.4053030303030303,draft
2710,1628417,Jaron Blossomgame,2017,2,2018-19,26,106,47,0.44339622641509435,draft
2711,1628418,Thomas Bryant,2017,2,2018-19,69,502,309,0.6155378486055777,draft
2712,1628418,Thomas Bryant,2017,3,2019-20,46,418,243,0.5813397129186603,draft
2713,1628418,Thomas Bryant,2017,4,2020-21,9,91,59,0.6483516483516484,draft
2714,1628420,Monte Morris,2017,2,2018-19,82,702,346,0.4928774928774929,draft
2715,1628420,Monte Morris,2017,3,2019-20,73,566,260,0.45936395759717313,draft
2716,1628420,Monte Morris,2017,4,2020-21,47,386,186,0.48186528497409326,draft
2717,1628422,Damyean Dotson,2017,1,2017-18,39,160,72,0.45,draft
2718,1628422,Damyean Dotson,2017,2,2018-19,73,698,290,0.4154727793696275,draft
2719,1628422,Damyean Dotson,2017,3,2019-20,46,290,120,0.41379310344827586,draft
2720,1628422,Damyean Dotson,2017,4,2020-21,46,292,119,0.4075342465753425,draft
2721,1628425,Sterling Brown,2017,1,2017-18,52,204,82,0.4019607843137255,draft
2722,1628425,Sterling Brown,2017,2,2018-19,55,311,145,0.4662379421221865,draft
2723,1628425,Sterling Brown,2017,3,2019-20,48,255,95,0.37254901960784315,draft
2724,1628425,Sterling Brown,2017,4,2020-21,50,333,150,0.45045045045045046,draft
2725,1628427,Vlatko Čančar,2017,4,2020-21,32,71,33,0.4647887323943662,draft
2726,1628432,Davon Reed,2017,1,2017-18,19,76,22,0.2894736842105263,draft
2727,1628443,Kadeem Allen,2017,2,2018-19,19,141,65,0.46099290780141844,draft
2728,1628443,Kadeem Allen,2017,3,2019-20,10,44,19,0.4318181818181818,draft
2729,1628444,Jabari Bird,2017,1,2017-18,6,26,15,0.5769230769230769,draft
2730,1628960,Grayson Allen,2018,1,2018-19,35,177,67,0.3785310734463277,draft
2731,1628960,Grayson Allen,2018,2,2019-20,38,251,117,0.46613545816733065,draft
2732,1628960,Grayson Allen,2018,3,2020-21,49,414,173,0.4178743961352657,draft
2733,1628960,Grayson Allen,2018,4,2021-22,66,569,255,0.44815465729349735,draft
2734,1628963,Marvin Bagley III,2018,1,2018-19,62,705,356,0.5049645390070922,draft
2735,1628963,Marvin Bagley III,2018,2,2019-20,13,167,78,0.46706586826347307,draft
2736,1628963,Marvin Bagley III,2018,3,2020-21,43,490,247,0.5040816326530613,draft
2737,1628963,Marvin Bagley III,2018,4,2021-22,48,445,225,0.5056179775280899,draft
2738,1628964,Mo Bamba,2018,1,2018-19,47,242,117,0.4834710743801653,draft
2739,1628964,Mo Bamba,2018,2,2019-20,62,286,132,0.46153846153846156,draft
2740,1628964,Mo Bamba,2018,3,2020-21,43,301,142,0.4717607973421927,draft
2741,1628964,Mo Bamba,2018,4,2021-22,70,617,296,0.47974068071312803,draft
2742,1628966,Keita Bates-Diop,2018,1,2018-19,27,142,60,0.4225352112676056,draft
2743,1628966,Keita Bates-Diop,2018,2,2019-20,42,234,100,0.42735042735042733,draft
2744,1628966,Keita Bates-Diop,2018,3,2020-21,21,67,30,0.44776119402985076,draft
2745,1628966,Keita Bates-Diop,2018,4,2021-22,55,263,136,0.5171102661596958,draft
2746,1628969,Mikal Bridges,2018,1,2018-19,81,563,242,0.42984014209591476,draft
2747,1628969,Mikal Bridges,2018,2,2019-20,73,483,247,0.5113871635610766,draft
2748,1628969,Mikal Bridges,2018,3,2020-21,72,669,363,0.5426008968609866,draft
2749,1628969,Mikal Bridges,2018,4,2021-22,82,858,458,0.5337995337995338,draft
2750,1628970,Miles Bridges,2018,1,2018-19,79,505,237,0.4693069306930693,draft
2751,1628970,Miles Bridges,2018,2,2019-20,65,749,319,0.4259012016021362,draft
2752,1628970,Miles Bridges,2018,3,2020-21,65,620,313,0.5048387096774194,draft
2753,1628970,Miles Bridges,2018,4,2021-22,80,1211,596,0.4921552436003303,draft
2754,1628971,Bruce Brown,2018,1,2018-19,71,311,125,0.40192926045016075,draft
2755,1628971,Bruce Brown,2018,2,2019-20,58,447,198,0.4429530201342282,draft
2756,1628971,Bruce Brown,2018,3,2020-21,60,423,235,0.5555555555555556,draft
2757,1628971,Bruce Brown,2018,4,2021-22,70,506,256,0.5059288537549407,draft
2758,1628972,Troy Brown Jr.,2018,1,2018-19,49,233,97,0.41630901287553645,draft
2759,1628972,Troy Brown Jr.,2018,2,2019-20,69,618,273,0.441747572815534,draft
2760,1628972,Troy Brown Jr.,2018,3,2020-21,32,143,62,0.43356643356643354,draft
2761,1628972,Troy Brown Jr.,2018,4,2021-22,63,256,108,0.421875,draft
2762,1628973,Jalen Brunson,2018,1,2018-19,68,565,264,0.4672566371681416,draft
2763,1628973,Jalen Brunson,2018,2,2019-20,57,388,181,0.46649484536082475,draft
2764,1628973,Jalen Brunson,2018,3,2020-21,68,627,328,0.5231259968102073,draft
2765,1628973,Jalen Brunson,2018,4,2021-22,79,1008,506,0.501984126984127,draft
2766,1628975,Jevon Carter,2018,1,2018-19,36,184,56,0.30434782608695654,draft
2767,1628975,Jevon Carter,2018,2,2019-20,54,242,101,0.41735537190082644,draft
2768,1628975,Jevon Carter,2018,3,2020-21,52,223,94,0.42152466367713004,draft
2769,1628975,Jevon Carter,2018,4,2021-22,55,252,98,0.3888888888888889,draft
2770,1628976,Wendell Carter Jr.,2018,1,2018-19,44,371,180,0.48517520215633425,draft
2771,1628976,Wendell Carter Jr.,2018,2,2019-20,43,343,183,0.5335276967930029,draft
2772,1628976,Wendell Carter Jr.,2018,3,2020-21,54,457,230,0.5032822757111597,draft
2773,1628976,Wendell Carter Jr.,2018,4,2021-22,62,683,359,0.5256222547584187,draft
2774,1628977,Hamidou Diallo,2018,1,2018-19,47,165,75,0.45454545454545453,draft
2775,1628977,Hamidou Diallo,2018,2,2019-20,46,296,132,0.44594594594594594,draft
2776,1628977,Hamidou Diallo,2018,3,2020-21,52,469,223,0.47547974413646055,draft
2777,1628977,Hamidou Diallo,2018,4,2021-22,57,524,261,0.49809160305343514,draft
2778,1628978,Donte DiVincenzo,2018,1,2018-19,25,124,50,0.4032258064516129,draft
2779,1628978,Donte DiVincenzo,2018,2,2019-20,65,508,232,0.4566929133858268,draft
2780,1628978,Donte DiVincenzo,2018,3,2020-21,66,602,253,0.420265780730897,draft
2781,1628978,Donte DiVincenzo,2018,4,2021-22,42,335,118,0.3522388059701492,draft
2782,1628980,Jacob Evans,2018,1,2018-19,20,53,18,0.33962264150943394,draft
2783,1628980,Jacob Evans,2018,2,2019-20,27,134,45,0.3358208955223881,draft
2784,1628981,Bruno Fernando,2019,1,2019-20,51,199,103,0.5175879396984925,draft
2785,1628981,Bruno Fernando,2019,2,2020-21,19,44,18,0.4090909090909091,draft
2786,1628981,Bruno Fernando,2019,3,2021-22,15,55,36,0.6545454545454545,draft
2787,1628981,Bruno Fernando,2019,4,2022-23,35,112,59,0.5267857142857143,draft
2788,1628982,Melvin Frazier Jr.,2018,2,2019-20,11,34,15,0.4411764705882353,draft
2789,1628982,Melvin Frazier Jr.,2018,4,2021-22,3,48,13,0.2708333333333333,draft
2790,1628983,Shai Gilgeous-Alexander,2018,1,2018-19,82,715,341,0.47692307692307695,draft
2791,1628983,Shai Gilgeous-Alexander,2018,2,2019-20,70,1015,478,0.470935960591133,draft
2792,1628983,Shai Gilgeous-Alexander,2018,3,2020-21,35,565,287,0.5079646017699115,draft
2793,1628983,Shai Gilgeous-Alexander,2018,4,2021-22,56,1052,477,0.4534220532319392,draft
2794,1628984,Devonte' Graham,2018,1,2018-19,42,212,74,0.3490566037735849,draft
2795,1628984,Devonte' Graham,2018,2,2019-20,63,962,368,0.38253638253638256,draft
2796,1628984,Devonte' Graham,2018,3,2020-21,55,669,252,0.37668161434977576,draft
2797,1628984,Devonte' Graham,2018,4,2021-22,76,811,295,0.3637484586929716,draft
2798,1628985,Devon Hall,2018,2,2019-20,8,30,6,0.2,draft
2799,1628987,Kevin Hervey,2018,2,2019-20,7,27,7,0.25925925925925924,draft
2800,1628988,Aaron Holiday,2018,1,2018-19,48,261,105,0.40229885057471265,draft
2801,1628988,Aaron Holiday,2018,2,2019-20,66,562,233,0.41459074733096085,draft
2802,1628988,Aaron Holiday,2018,3,2020-21,64,435,170,0.39080459770114945,draft
2803,1628988,Aaron Holiday,2018,4,2021-22,60,338,151,0.4467455621301775,draft
2804,1628989,Kevin Huerter,2018,1,2018-19,75,656,275,0.4192073170731707,draft
2805,1628989,Kevin Huerter,2018,2,2019-20,56,610,252,0.4131147540983607,draft
2806,1628989,Kevin Huerter,2018,3,2020-21,69,730,316,0.4328767123287671,draft
2807,1628989,Kevin Huerter,2018,4,2021-22,74,759,345,0.45454545454545453,draft
2808,1628990,Chandler Hutchison,2018,1,2018-19,44,207,96,0.463768115942029,draft
2809,1628990,Chandler Hutchison,2018,2,2019-20,26,175,80,0.45714285714285713,draft
2810,1628990,Chandler Hutchison,2018,3,2020-21,23,103,39,0.3786407766990291,draft
2811,1628991,Jaren Jackson Jr.,2018,1,2018-19,58,589,298,0.5059422750424448,draft
2812,1628991,Jaren Jackson Jr.,2018,2,2019-20,57,752,353,0.46941489361702127,draft
2813,1628991,Jaren Jackson Jr.,2018,3,2020-21,11,124,53,0.4274193548387097,draft
2814,1628991,Jaren Jackson Jr.,2018,4,2021-22,78,1036,430,0.41505791505791506,draft
2815,1628993,Alize Johnson,2018,2,2019-20,13,29,12,0.41379310344827586,draft
2816,1628993,Alize Johnson,2018,3,2020-21,15,68,40,0.5882352941176471,draft
2817,1628993,Alize Johnson,2018,4,2021-22,14,38,17,0.4473684210526316,draft
2818,1628995,Kevin Knox II,2018,1,2018-19,75,914,338,0.36980306345733044,draft
2819,1628995,Kevin Knox II,2018,2,2019-20,65,400,144,0.36,draft
2820,1628995,Kevin Knox II,2018,3,2020-21,34,143,56,0.3916083916083916,draft
2821,1628995,Kevin Knox II,2018,4,2021-22,25,85,31,0.36470588235294116,draft
2822,1628998,Cody Martin,2019,1,2019-20,44,207,89,0.42995169082125606,draft
2823,1628998,Cody Martin,2019,2,2020-21,44,188,83,0.44148936170212766,draft
2824,1628998,Cody Martin,2019,3,2021-22,71,423,204,0.48226950354609927,draft
2825,1628998,Cody Martin,2019,4,2022-23,6,36,14,0.3888888888888889,draft
2826,1629001,De'Anthony Melton,2018,1,2018-19,46,256,100,0.390625,draft
2827,1629001,De'Anthony Melton,2018,2,2019-20,58,399,161,0.40350877192982454,draft
2828,1629001,De'Anthony Melton,2018,3,2020-21,52,393,172,0.43765903307888043,draft
2829,1629001,De'Anthony Melton,2018,4,2021-22,73,693,281,0.4054834054834055,draft
2830,1629002,Chimezie Metu,2018,1,2018-19,19,58,19,0.3275862068965517,draft
2831,1629002,Chimezie Metu,2018,2,2019-20,15,42,24,0.5714285714285714,draft
2832,1629002,Chimezie Metu,2018,3,2020-21,33,179,91,0.5083798882681564,draft
2833,1629002,Chimezie Metu,2018,4,2021-22,60,449,203,0.4521158129175947,draft
2834,1629003,Shake Milton,2018,1,2018-19,18,87,34,0.39080459770114945,draft
2835,1629003,Shake Milton,2018,2,2019-20,38,277,134,0.48375451263537905,draft
2836,1629003,Shake Milton,2018,3,2020-21,63,667,300,0.4497751124437781,draft
2837,1629003,Shake Milton,2018,4,2021-22,52,402,173,0.43034825870646765,draft
2838,1629004,Svi Mykhailiuk,2018,1,2018-19,38,140,46,0.32857142857142857,draft
2839,1629004,Svi Mykhailiuk,2018,2,2019-20,55,402,165,0.41044776119402987,draft
2840,1629004,Svi Mykhailiuk,2018,3,2020-21,65,505,208,0.41188118811881186,draft
2841,1629004,Svi Mykhailiuk,2018,4,2021-22,52,234,91,0.3888888888888889,draft
2842,1629006,Josh Okogie,2018,1,2018-19,72,508,196,0.3858267716535433,draft
2843,1629006,Josh Okogie,2018,2,2019-20,62,398,170,0.4271356783919598,draft
2844,1629006,Josh Okogie,2018,3,2020-21,56,254,102,0.4015748031496063,draft
2845,1629006,Josh Okogie,2018,4,2021-22,36,104,42,0.40384615384615385,draft
2846,1629008,Michael Porter Jr.,2018,2,2019-20,55,382,195,0.5104712041884817,draft
2847,1629008,Michael Porter Jr.,2018,3,2020-21,61,815,443,0.5435582822085889,draft
2848,1629008,Michael Porter Jr.,2018,4,2021-22,9,103,37,0.3592233009708738,draft
2849,1629010,Jerome Robinson,2018,1,2018-19,30,109,44,0.4036697247706422,draft
2850,1629010,Jerome Robinson,2018,2,2019-20,54,310,115,0.3709677419354839,draft
2851,1629010,Jerome Robinson,2018,3,2020-21,14,95,28,0.29473684210526313,draft
2852,1629011,Mitchell Robinson,2018,1,2018-19,65,291,202,0.6941580756013745,draft
2853,1629011,Mitchell Robinson,2018,2,2019-20,61,341,253,0.7419354838709677,draft
2854,1629011,Mitchell Robinson,2018,3,2020-21,31,176,115,0.6534090909090909,draft
2855,1629011,Mitchell Robinson,2018,4,2021-22,71,343,261,0.760932944606414,draft
2856,1629013,Landry Shamet,2018,2,2019-20,53,391,158,0.4040920716112532,draft
2857,1629013,Landry Shamet,2018,3,2020-21,61,455,186,0.4087912087912088,draft
2858,1629013,Landry Shamet,2018,4,2021-22,69,485,191,0.3938144329896907,draft
2859,1629014,Anfernee Simons,2018,1,2018-19,15,63,28,0.4444444444444444,draft
2860,1629014,Anfernee Simons,2018,2,2019-20,70,536,214,0.39925373134328357,draft
2861,1629014,Anfernee Simons,2018,3,2020-21,63,401,168,0.41895261845386533,draft
2862,1629014,Anfernee Simons,2018,4,2021-22,57,795,353,0.4440251572327044,draft
2863,1629015,Zhaire Smith,2018,1,2018-19,6,34,14,0.4117647058823529,draft
2864,1629016,Omari Spellman,2018,1,2018-19,45,244,98,0.4016393442622951,draft
2865,1629016,Omari Spellman,2018,2,2019-20,47,295,127,0.43050847457627117,draft
2866,1629017,Khyri Thomas,2018,1,2018-19,24,69,22,0.3188405797101449,draft
2867,1629017,Khyri Thomas,2018,3,2020-21,5,66,32,0.48484848484848486,draft
2868,1629018,Gary Trent Jr.,2018,1,2018-19,12,50,16,0.32,draft
2869,1629018,Gary Trent Jr.,2018,2,2019-20,58,441,196,0.4444444444444444,draft
2870,1629018,Gary Trent Jr.,2018,3,2020-21,58,784,320,0.40816326530612246,draft
2871,1629018,Gary Trent Jr.,2018,4,2021-22,70,1085,450,0.4147465437788018,draft
2872,1629020,Jarred Vanderbilt,2018,3,2020-21,59,236,143,0.6059322033898306,draft
2873,1629020,Jarred Vanderbilt,2018,4,2021-22,72,361,212,0.5872576177285319,draft
2874,1629021,Moritz Wagner,2018,1,2018-19,38,171,71,0.4152046783625731,draft
2875,1629021,Moritz Wagner,2018,2,2019-20,44,266,145,0.5451127819548872,draft
2876,1629021,Moritz Wagner,2018,3,2020-21,38,229,104,0.45414847161572053,draft
2877,1629021,Moritz Wagner,2018,4,2021-22,60,396,197,0.49747474747474746,draft
2878,1629022,Lonnie Walker IV,2018,1,2018-19,14,46,16,0.34782608695652173,draft
2879,1629022,Lonnie Walker IV,2018,2,2019-20,58,356,152,0.42696629213483145,draft
2880,1629022,Lonnie Walker IV,2018,3,2020-21,60,608,256,0.42105263157894735,draft
2881,1629022,Lonnie Walker IV,2018,4,2021-22,70,761,311,0.40867279894875164,draft
2882,1629023,P.J. Washington,2019,1,2019-20,58,589,268,0.45500848896434637,draft
2883,1629023,P.J. Washington,2019,2,2020-21,64,685,302,0.4408759124087591,draft
2884,1629023,P.J. Washington,2019,3,2021-22,65,529,250,0.4725897920604915,draft
