PLAYER_ID,PLAYER_NAME,ceiling_comp_PLAYER_ID,ceiling_comp_PLAYER_NAME,ceiling_shot_embedding_distance,ceiling_pca_distance,ceiling_macro_role_match,ceiling_comp_supported,ceiling_comp_similarity_score
1628368,De'Aaron Fox,1718,Paul Pierce,26.21906683928508,12.088681307808619,0,1,21.27343190326832
1628369,Jayson Tatum,1718,Paul Pierce,22.428923484441107,10.874966020242994,0,1,18.385038371971767
1628370,Malik Monk,1718,Paul Pierce,24.86797303109058,6.076882775028517,1,1,18.291091441468858
1628371,Jonathan Isaac,1718,Paul Pierce,21.995909968958475,5.680563397293976,0,1,16.2855386688759
1628373,Frank Ntilikina,1718,Paul Pierce,25.41573442645283,6.737243354605726,1,1,18.878262551306342
1628374,Lauri Markkanen,1718,Paul Pierce,17.52477764543722,8.044080405636372,0,1,14.206533611506922
1628378,Donovan Mitchell,1718,Paul Pierce,24.678822875646393,12.956466350999113,0,1,20.575998092019848
1628379,Luke Kennard,959,Steve Nash,26.192737891462347,4.9932621938107244,1,1,18.77292139728428
1628380,Zach Collins,1718,Paul Pierce,26.713198523214846,5.976353603707591,0,1,19.455302801387308
1628381,John Collins,1938,Manu Ginobili,34.68427027887678,9.421885634063166,0,1,25.842435653192016
1628382,Justin Jackson,1718,Paul Pierce,25.31915788692277,5.008815851562412,1,1,18.210538174546645
1628383,Justin Patton,1718,Paul Pierce,31.657453537902263,6.112008744598653,1,1,22.716547860246
1628384,OG Anunoby,1718,Paul Pierce,25.156256427951547,6.407256932369645,0,1,18.59410660449788
1628385,Harry Giles III,1938,Manu Ginobili,24.547113448803284,7.008958202478154,0,1,18.40875911258949
1628386,Jarrett Allen,1938,Manu Ginobili,50.6771586384258,8.628071861440967,0,1,35.95997826648111
1628388,T.J. Leaf,1938,Manu Ginobili,32.432836424262156,7.01162332692699,0,1,23.535411840194847
1628389,Bam Adebayo,1938,Manu Ginobili,34.90919017762976,8.888254853528531,0,1,25.80186281419433
1628390,Terrance Ferguson,1718,Paul Pierce,21.25758906445033,11.642580169906898,1,1,17.892335951360128
1628391,D.J. Wilson,1718,Paul Pierce,21.06831902578716,5.651463492284684,0,1,15.672419589061295
1628392,Isaiah Hartenstein,1938,Manu Ginobili,39.488629784528804,7.555457889925507,0,1,28.312019621417654
1628393,Jawun Evans,1718,Paul Pierce,32.043688135314405,11.003514559302085,0,1,24.67962738371009
1628394,Anžejs Pasečņiks,1938,Manu Ginobili,40.00196428101235,15.091930950464237,0,1,31.28345261532051
1628395,Jordan Bell,1938,Manu Ginobili,40.251575536372314,8.537153898769452,0,1,29.15152796321131
1628396,Tony Bradley,1938,Manu Ginobili,42.58447928181151,11.8163541045692,0,1,31.8156354697767
1628397,Ivan Rabb,1938,Manu Ginobili,29.482487642187138,5.342581452885285,0,1,21.03352047593149
1628398,Kyle Kuzma,1718,Paul Pierce,24.296358761072295,7.368685465170414,0,1,18.371673107506638
1628400,Semi Ojeleye,1718,Paul Pierce,20.769241266901176,7.0740323427375245,1,1,15.975918143443897
1628401,Derrick White,1718,Paul Pierce,24.906528306272303,6.60790398359784,0,1,18.502009793336242
1628402,Frank Jackson,1718,Paul Pierce,26.22894933339408,4.332912139354457,1,1,18.565336315480213
1628403,Caleb Swanigan,1938,Manu Ginobili,31.17399008673772,8.523739455132901,0,1,23.246402365676033
1628404,Josh Hart,1718,Paul Pierce,25.669268156277624,5.15350803768592,0,1,18.488752114770527
1628407,Dwayne Bacon,1718,Paul Pierce,26.19255153056742,4.658917794602627,1,1,18.65577972297974
1628409,Alec Peters,1718,Paul Pierce,32.498194238687944,6.716356995539146,0,1,23.474551203585865
1628410,Edmond Sumner,1938,Manu Ginobili,31.177896190948143,9.51188947265196,1,1,23.59479383954448
1628411,Wes Iwundu,1718,Paul Pierce,25.043387674225283,5.9477431066463184,1,1,18.359912075572645
1628412,Frank Mason III,1718,Paul Pierce,25.47502504744481,7.471744612363448,1,1,19.173876895166334
1628413,Jonah Bolden,1938,Manu Ginobili,27.05243679239074,11.551088350285918,0,1,21.62696483765405
1628414,Sindarius Thornwell,1718,Paul Pierce,24.566454062005164,8.15541922889405,1,1,18.822591870416275
1628415,Dillon Brooks,1718,Paul Pierce,24.864839510043147,7.3200903682138545,0,1,18.724177310402894
1628416,Tyler Dorsey,1718,Paul Pierce,27.603627359037645,4.787144636099304,1,1,19.617858406009226
1628417,Jaron Blossomgame,1938,Manu Ginobili,22.893284227078453,5.643506745055505,0,1,16.85586210837042
1628418,Thomas Bryant,1938,Manu Ginobili,38.04105416979224,7.818427235975448,0,1,27.463134742956363
1628420,Monte Morris,1718,Paul Pierce,25.89279004663376,9.083904220037889,1,1,20.009680007325205
1628422,Damyean Dotson,1718,Paul Pierce,23.7913962843878,4.341368664478099,1,1,16.983886617419405
1628425,Sterling Brown,1718,Paul Pierce,25.28876898227051,4.332337047100798,1,1,17.95401780496111
1628427,Vlatko Čančar,1718,Paul Pierce,40.069577308802266,8.409345317709029,0,1,28.98849611191963
1628432,Davon Reed,1718,Paul Pierce,35.49302169677943,9.614407859864732,0,1,26.435506853859287
1628443,Kadeem Allen,1718,Paul Pierce,27.05908692814064,7.686540831247275,1,1,20.278695794227964
1628444,Jabari Bird,1938,Manu Ginobili,56.788094969956155,7.103114678191493,0,1,39.39835186783852
1628960,Grayson Allen,1718,Paul Pierce,25.819615059546454,6.562756910830955,1,1,19.07971470749603
1628963,Marvin Bagley III,1718,Paul Pierce,21.84661361491166,7.913589177068264,0,1,16.97005506166647
1628964,Mo Bamba,1938,Manu Ginobili,16.160536890884718,6.347271308629133,0,1,12.725893937095263
1628966,Keita Bates-Diop,1718,Paul Pierce,27.209996960870807,4.229343646711047,0,1,19.16676830091489
1628969,Mikal Bridges,1718,Paul Pierce,21.694361294533856,8.829903104577964,0,1,17.191800928049293
1628970,Miles Bridges,1718,Paul Pierce,25.921429042750486,6.899456951884221,0,1,19.263738810947295
1628971,Bruce Brown,1938,Manu Ginobili,28.513451594145952,4.949184236944052,1,1,20.265958019125286
1628972,Troy Brown Jr.,1718,Paul Pierce,24.7400164541936,4.6879665085393185,1,1,17.721798973214604
1628973,Jalen Brunson,1718,Paul Pierce,25.460116608139533,7.185480851412777,0,1,19.063994093285167
1628975,Jevon Carter,959,Steve Nash,26.635090130333765,5.92132240772039,1,1,19.385271427419084
1628976,Wendell Carter Jr.,1938,Manu Ginobili,21.125007246393498,6.760220552604687,0,1,16.097331903567415
1628977,Hamidou Diallo,1718,Paul Pierce,25.540877650413986,3.7008484150911642,0,1,17.896867418051
1628978,Donte DiVincenzo,1718,Paul Pierce,22.614555030257417,5.20909964748524,1,1,16.522645646287156
1628980,Jacob Evans,959,Steve Nash,29.764606912743734,8.079324829874038,0,1,22.174758183739343
1628982,Melvin Frazier Jr.,1718,Paul Pierce,31.4431434746489,11.801396456200463,0,1,24.568532018191945
1628983,Shai Gilgeous-Alexander,1718,Paul Pierce,28.98650818982393,10.81527200707844,0,1,22.62657552586301
1628984,Devonte' Graham,959,Steve Nash,25.549047663407443,8.596351369651208,0,1,19.61560396059276
1628985,Devon Hall,1718,Paul Pierce,31.88825446609982,8.778039689006158,0,1,23.79967929411704
1628987,Kevin Hervey,1718,Paul Pierce,41.75582409758373,10.548182194588179,0,1,30.833149431535283
1628988,Aaron Holiday,1718,Paul Pierce,26.145081470529167,5.298018153204662,1,1,18.84860930946559
1628989,Kevin Huerter,1718,Paul Pierce,26.10867766878084,6.735130861544014,0,1,19.32793628624795
1628990,Chandler Hutchison,1938,Manu Ginobili,32.76890647620197,7.419057868601392,0,1,23.896459463541767
1628991,Jaren Jackson Jr.,1718,Paul Pierce,22.877449508655204,8.547978512524136,0,1,17.862134660009332
1628993,Alize Johnson,1938,Manu Ginobili,32.46725837812881,9.577591822067125,0,1,24.455875083507223
1628995,Kevin Knox II,1718,Paul Pierce,24.81065502696385,6.680566038817819,1,1,18.465123881112742
1629001,De'Anthony Melton,1718,Paul Pierce,19.885532583360632,5.943987294131089,1,1,15.005991732130294
1629002,Chimezie Metu,1718,Paul Pierce,22.953999461600173,7.300982915460609,0,1,17.475443670451327
1629003,Shake Milton,1718,Paul Pierce,24.472946926044756,5.352091782605969,1,1,17.78064762584118
1629004,Svi Mykhailiuk,1718,Paul Pierce,24.0088333424272,4.518192400468719,1,1,17.18710901274173
1629006,Josh Okogie,1718,Paul Pierce,26.442118941737995,5.695326761302053,1,1,19.180741678585417
1629008,Michael Porter Jr.,1718,Paul Pierce,24.599166496720414,8.983294587609421,0,1,19.13361132853157
1629010,Jerome Robinson,1718,Paul Pierce,32.41984607296471,5.338370678275811,1,1,22.941329684823593
1629011,Mitchell Robinson,1495,Tim Duncan,78.61308635578177,9.769163027681747,0,1,54.517713190946765
1629013,Landry Shamet,1718,Paul Pierce,27.99113396190303,6.4291824957037225,1,1,20.444450948733273
1629014,Anfernee Simons,1718,Paul Pierce,25.58396375074533,6.535725646326314,1,1,18.917080414198676
1629015,Zhaire Smith,1718,Paul Pierce,33.595027932111215,12.142948804009333,0,1,26.086800237275558
1629016,Omari Spellman,1718,Paul Pierce,15.95205169059244,5.4630962461418076,1,1,12.280917285034718
1629017,Khyri Thomas,1718,Paul Pierce,31.825189813487423,9.731278548699379,0,1,24.09232087081161
1629018,Gary Trent Jr.,959,Steve Nash,24.798047328090068,8.727580778432227,0,1,19.173384035709823
1629020,Jarred Vanderbilt,1938,Manu Ginobili,57.89984214641525,10.763164373200624,0,1,41.40200492579013
1629021,Moritz Wagner,1718,Paul Pierce,28.373182856528608,5.138220723069003,0,1,20.240946109817745
1629022,Lonnie Walker IV,1718,Paul Pierce,23.079903871457848,5.2499832621543,1,1,16.839431658201605
1629027,Trae Young,1718,Paul Pierce,30.48241679545869,15.701157181859452,0,1,25.308975930698956
1629028,Deandre Ayton,1938,Manu Ginobili,28.277105466450045,10.089449896546663,0,1,21.911426016983864
1629029,Luka Dončić,1718,Paul Pierce,23.848867262056274,15.347340998033314,0,1,20.87333306964824
1629034,Ray Spalding,1495,Tim Duncan,41.39544419846023,12.116949907556155,0,1,31.147971196643805
1629057,Robert Williams III,1938,Manu Ginobili,54.12645045052454,10.616521155694343,0,1,38.89797519733397
1629058,Dzanan Musa,1718,Paul Pierce,29.958534222270227,10.80120332320074,0,1,23.253468407595907
1629059,Elie Okobo,1718,Paul Pierce,20.211817038300154,7.00023300229857,1,1,15.5877626256996
1629066,Rodions Kurucs,1938,Manu Ginobili,28.39758065771181,6.850270625784718,1,1,20.856022146537327
1629067,Isaac Bonga,1718,Paul Pierce,25.99448317638446,8.379303881296266,1,1,19.82917042310359
1628981,Bruno Fernando,1938,Manu Ginobili,43.1771536321427,8.198830347768755,0,1,30.934740482611822
1628998,Cody Martin,1718,Paul Pierce,30.14541143970336,5.996728898418835,1,1,21.693372550253777
1629023,P.J. Washington,1718,Paul Pierce,23.983090565452375,5.924056633124956,0,1,17.66242868913778
1629035,Carsen Edwards,1718,Paul Pierce,26.12750386422217,7.8463077863730675,0,1,19.729085236974985
1629048,Goga Bitadze,1938,Manu Ginobili,22.080941202600638,5.232730422423625,0,1,16.184067429538683
1629060,Rui Hachimura,1718,Paul Pierce,24.01132128745607,5.946255126274429,0,1,17.688548131042495
1629346,Alen Smailagic,1938,Manu Ginobili,34.74193909826969,9.798370878865668,0,1,26.011690221478283
1629626,Bol Bol,1718,Paul Pierce,26.169890102783643,6.86103079366766,0,1,19.41178934459305
1629627,Zion Williamson,1938,Manu Ginobili,37.11793637059719,11.593167841325378,0,1,28.184267385352058
1629628,RJ Barrett,1718,Paul Pierce,22.855111560820962,8.643571271243047,0,1,17.881072459468694
1629629,Cam Reddish,1718,Paul Pierce,22.655696986848202,4.890403512751162,1,1,16.437844270914237
1629630,Ja Morant,1718,Paul Pierce,35.62843851704883,14.660240126870912,0,1,28.289569080486558
1629631,De'Andre Hunter,1718,Paul Pierce,22.358748079200748,6.329891752719003,0,1,16.748648364932137
1629632,Coby White,1718,Paul Pierce,24.72384161222206,7.22049694632313,0,1,18.597670979157435
1629633,Jarrett Culver,1718,Paul Pierce,27.626745627613275,5.117165290676284,1,1,19.748392509685328
1629634,Brandon Clarke,1938,Manu Ginobili,28.50654929547561,7.304288660683794,0,1,21.085758073298475
1629635,Sekou Doumbouya,1718,Paul Pierce,30.94339826015728,12.99227538803042,1,1,24.66050525491288
1629636,Darius Garland,1718,Paul Pierce,23.455871983585165,12.060976419357134,0,1,19.467658536105354
1629637,Jaxson Hayes,1938,Manu Ginobili,35.94153456308504,7.101254558784835,0,1,25.84743656157997
1629638,Nickeil Alexander-Walker,1718,Paul Pierce,24.55467453754934,5.678211122979015,1,1,17.947912342449726
1629639,Tyler Herro,1718,Paul Pierce,26.54712986035307,8.832791297028622,0,1,20.347111363189516
1629640,Keldon Johnson,1718,Paul Pierce,20.645084792183724,9.187295257528474,0,1,16.63485845505439
1629641,Romeo Langford,1718,Paul Pierce,21.68071485048587,5.680027567770601,1,1,16.080474301535524
1629642,Nassir Little,1718,Paul Pierce,22.299840737986337,4.073675540972816,1,1,15.920682919031606
1629643,Chuma Okeke,1718,Paul Pierce,22.9103411591492,5.672626359631427,1,1,16.877140979317982
1629644,KZ Okpala,1718,Paul Pierce,33.645394837517756,7.999832992881674,0,1,24.66944819189513
1629645,Kevin Porter Jr.,1718,Paul Pierce,22.63103494911086,9.169188695651709,0,1,17.919388760400157
1629647,Darius Bazley,1718,Paul Pierce,21.87130383392168,4.582935110723591,0,1,15.820374780802348
1629648,Jordan Bone,1718,Paul Pierce,39.879004843758864,10.875800216028649,0,1,29.72788322405329
1629649,Ignas Brazdeikis,1718,Paul Pierce,26.24403492677352,5.8737594609956565,1,1,19.11443851375127
1629651,Nic Claxton,1938,Manu Ginobili,52.39313357050654,8.845495393992968,0,1,37.15146020872679
1629655,Daniel Gafford,1938,Manu Ginobili,48.817901641390456,8.238711762000326,0,1,34.61518518360391
1629657,Kyle Guy,1718,Paul Pierce,27.988591562401357,7.860110125034936,0,1,20.94362305932311
1629659,Talen Horton-Tucker,1718,Paul Pierce,28.66492454814203,6.39621229697702,0,1,20.870875260234275
1629660,Ty Jerome,959,Steve Nash,32.36494871574603,5.951513341211355,1,1,23.120246334658894
1629661,Cameron Johnson,1718,Paul Pierce,23.90769462972325,6.087680748003973,0,1,17.670689771121502
1629662,Mfiondu Kabengele,1718,Paul Pierce,22.775178386741924,9.970850240662461,0,1,18.29366353561411
1629667,Jalen McDaniels,1718,Paul Pierce,21.591802657529414,3.9875616556703832,1,1,15.430318306878753
1629669,Jaylen Nowell,1718,Paul Pierce,24.617146031423626,6.264679245017415,1,1,18.19378265618145
1629671,Miye Oni,1718,Paul Pierce,31.256241987892793,10.52422088863236,0,1,24.00003460315164
1629672,Eric Paschall,1718,Paul Pierce,25.884351683166496,7.4980228528025465,1,1,19.449136592539116
1629673,Jordan Poole,1718,Paul Pierce,27.7633597001131,9.664379947009634,0,1,21.428716786526888
1629676,Isaiah Roby,1718,Paul Pierce,22.288999121794763,8.375272009026157,0,1,17.419194632325752
1629677,Luka Samanic,1718,Paul Pierce,22.54356027728874,5.187233368722919,0,1,16.468845859290703
1629678,Admiral Schofield,1718,Paul Pierce,25.692792235842532,6.10536372662024,1,1,18.83719225761473
1629680,Matisse Thybulle,1718,Paul Pierce,24.201302851410965,8.105525969687777,1,1,18.56778094280785
1629682,Tremont Waters,1718,Paul Pierce,29.020981175423746,10.75249626356493,0,1,22.62701145627316
1629683,Quinndary Weatherspoon,1938,Manu Ginobili,40.415967976152515,9.133909075245631,0,1,29.467247360835106
1629684,Grant Williams,1718,Paul Pierce,23.10008409292545,6.290781089952783,1,1,17.216828041885016
1629685,Dylan Windler,1718,Paul Pierce,27.374808596042396,8.95106677686265,1,1,20.926498959329486
1629686,Deividas Sirvydis,1718,Paul Pierce,39.70699543169011,12.95355353242168,0,1,30.34329076694616
1629712,Didi Louzada,959,Steve Nash,24.90210142016261,10.82806543772798,0,1,19.97618882631049
1629713,Justin James,1718,Paul Pierce,27.806268435407464,6.892147085374981,0,1,20.486325962896093
1629714,Jarrell Brantley,1718,Paul Pierce,36.792060461244525,8.868887446936945,0,1,27.018949906236873
