tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label,shot_emb_1,shot_emb_2,shot_emb_3,shot_emb_4,shot_emb_5,shot_emb_6,shot_emb_7,shot_emb_8,shot_emb_9,shot_emb_10,shot_emb_11,shot_emb_12,shot_emb_13,shot_emb_14,shot_emb_15,shot_emb_16,shot_emb_17,shot_emb_18,shot_emb_19,shot_emb_20,shot_emb_21,shot_emb_22,shot_emb_23,shot_emb_24
1947,203104,Marquis Teague,2012,1,2012-13,28,113,43,0.3805309734513274,draft,6.0328684,-2.984278,2.506272,8.427531,1.2628467,-2.744493,6.738238,-5.144867,17.57188,2.592489,3.685948,7.476475,-13.525326,1.2527621,0.72435546,-6.324784,-6.135941,2.1847527,11.520606,-12.812414,-10.792324,9.719881,-6.6019626,5.9716187
1948,203104,Marquis Teague,2012,2,2013-14,34,119,38,0.3193277310924369,draft,7.9533367,-6.264434,1.7294458,16.83118,9.350405,-6.199587,3.7110248,-8.435105,9.313394,3.2709668,5.7303143,11.081705,-6.1279902,-0.74745053,-3.8208184,-5.353141,-8.70439,6.4396663,4.458633,-9.150182,-13.16811,7.7553635,-3.4696875,3.1182423
1949,203105,Festus Ezeli,2012,1,2012-13,64,169,74,0.4378698224852071,draft,16.546627,-4.316534,8.090098,16.661167,0.76230097,-8.571637,15.198395,-4.6314,24.02396,18.234127,14.577312,12.18456,-21.30275,-0.787193,-9.374801,7.8658257,-2.1428535,10.418581,11.710336,-7.049638,-16.759212,18.744865,-2.2179258,7.04782
1950,203105,Festus Ezeli,2012,3,2014-15,41,139,76,0.5467625899280576,draft,21.007025,-8.94528,-2.7596805,23.431976,19.00549,-21.889797,11.2188015,2.02107,9.0601845,15.008586,25.701056,19.021616,0.8977978,-12.050556,-19.867653,7.8661575,3.1603081,24.153244,0.4668274,-21.321466,-9.336706,21.137383,-14.145281,-10.722734
1951,203105,Festus Ezeli,2012,4,2015-16,45,228,125,0.5482456140350878,draft,25.697868,-17.861904,-7.2461023,35.71022,28.393532,-25.806583,19.875923,-5.0387545,4.8910723,21.294575,35.65365,23.154469,1.7431543,-16.642418,-27.600582,12.9343405,6.128694,37.384235,-2.252485,-24.210217,-11.366072,32.671623,-18.417213,-19.01071
1952,203106,Jeffery Taylor,2012,1,2012-13,75,399,172,0.4310776942355889,draft,8.50855,1.8565935,-0.013918012,17.288757,8.736636,-3.1229367,8.726576,-1.4501535,13.853391,-1.2794459,0.43854496,13.193498,-7.7134466,0.20449892,-4.5477986,4.6513677,-1.3526378,10.864483,2.549088,-7.6419,-22.366535,8.201754,-8.885615,13.331189
1953,203106,Jeffery Taylor,2012,2,2013-14,25,216,82,0.3796296296296296,draft,12.834569,-1.8987439,1.1125017,9.798743,8.301241,-5.5608726,6.0745955,-1.0293794,17.083158,5.437582,5.2147703,13.163802,-8.049306,-4.3088684,-9.353647,10.433332,-2.53438,10.278305,9.766277,-9.074497,-12.926899,7.252846,-8.071731,4.0296183
1954,203106,Jeffery Taylor,2012,3,2014-15,27,114,45,0.3947368421052631,draft,10.275099,-6.279332,-0.55117184,17.597483,10.143743,-9.86849,16.560047,-3.4565525,6.634378,5.42449,5.028475,20.470617,-2.3807383,-6.3847156,-6.1854553,0.9285062,-1.347445,16.799175,8.013987,-16.59936,-11.53813,10.017305,-17.710783,-2.381077
1955,203108,Bernard James,2012,1,2012-13,32,102,53,0.5196078431372549,draft,28.096684,3.210104,7.938616,16.370396,10.58078,-14.641955,12.18244,-2.8359852,26.269087,23.13144,19.540825,15.78343,-13.030458,-0.7970017,-19.930346,16.591642,-3.6005034,16.526398,7.485012,-13.360267,-11.68566,21.616232,-3.3832514,7.2540436
1956,203108,Bernard James,2012,3,2014-15,10,27,12,0.4444444444444444,draft,28.960289,-6.252684,1.3825641,25.916882,20.297438,-23.812498,15.85224,-0.7925286,14.608185,25.582737,28.642036,23.009878,-4.500296,-8.847044,-25.541481,15.9583435,1.886274,29.643562,2.3041983,-18.93325,-11.394903,27.344322,-11.848733,-5.3924046
1957,203109,Jae Crowder,2012,1,2012-13,73,364,141,0.3873626373626374,draft,5.24539,-6.175679,2.4397054,11.860244,7.928085,-0.56974745,3.168924,-0.4015869,9.494028,-6.202806,-2.2766526,12.379559,-10.058048,-0.18149425,-1.722639,4.4630437,-5.2496805,6.6503167,5.3036413,-4.359708,-17.372143,-3.5495825,-7.2951937,9.417273
1958,203109,Jae Crowder,2012,2,2013-14,70,295,130,0.4406779661016949,draft,8.505203,-4.151127,0.8792565,9.652063,7.358131,-2.5436003,1.2496686,-5.7191586,13.703032,-6.39468,3.6471078,9.893614,-12.432852,-2.520958,-6.137259,-0.37167716,-5.0888214,10.199674,8.513857,-12.4570465,-12.961235,7.038804,-11.908686,5.3129473
1959,203109,Jae Crowder,2012,3,2014-15,77,542,229,0.4225092250922509,draft,7.387168,-8.298599,-1.8712262,16.732105,10.572483,-5.2769923,4.8332815,-4.7509975,10.068344,0.11944802,4.376436,13.809223,-5.9293966,1.672971,-5.0539846,-4.415116,-5.9060564,11.106205,3.6662948,-11.850843,-15.780577,10.15143,-11.520002,1.9261744
1960,203109,Jae Crowder,2012,4,2015-16,73,811,360,0.4438964241676942,draft,7.3359118,-7.1383038,1.702239,16.159042,9.94795,1.0137432,7.974404,-2.1327465,8.218891,-6.3505554,1.2976614,11.970152,-7.6800623,2.710472,-5.74082,1.1692624,-5.507868,9.460107,-0.780337,-8.147493,-19.749874,1.0478605,-8.675304,5.383343
1961,203110,Draymond Green,2012,1,2012-13,71,254,84,0.3307086614173228,draft,11.585851,1.3136466,7.024632,7.054801,-1.3548841,-1.7148108,3.097668,-5.471675,16.225147,-4.217543,3.6359816,3.9942553,-10.149249,-7.4076176,-6.3284693,1.685957,1.2863454,6.3912606,4.50932,-5.1758213,-12.793016,9.185369,-7.3924637,6.762622
1962,203110,Draymond Green,2012,2,2013-14,82,457,187,0.4091903719912472,draft,10.342041,-3.3733582,2.6014557,10.767819,5.10189,-0.9250827,3.186286,-5.388578,16.628551,-0.11742827,-0.67380285,12.578381,-8.699447,4.5305533,-7.786562,1.1262879,-5.008173,8.820723,3.2123113,-6.9721684,-18.572716,5.999643,-8.96077,7.885132
1963,203110,Draymond Green,2012,3,2014-15,79,765,339,0.4431372549019607,draft,7.7656226,-6.100445,-2.9407182,17.30237,11.806937,-4.2648897,3.414616,-7.1536417,8.997318,-3.5365791,3.7303867,14.126081,-8.942932,3.4702888,-6.729925,-0.62136394,-4.6085935,16.045973,10.729605,-15.384018,-12.586316,10.662106,-14.053619,8.212204
1964,203110,Draymond Green,2012,4,2015-16,81,818,401,0.4902200488997555,draft,11.078431,0.5456437,0.8865324,20.317066,9.746104,-4.411558,9.414928,-2.237717,14.839773,1.0393565,4.652396,15.126958,-13.138181,3.0061135,-8.763489,2.8749564,-3.12397,14.393312,4.5537663,-10.326219,-24.078709,14.19348,-9.81023,14.480938
1965,203111,Orlando Johnson,2012,1,2012-13,43,179,72,0.4022346368715084,draft,-0.053960443,-2.5564156,-5.1891136,14.087405,2.987112,-2.7676826,0.70969915,-14.292866,8.281261,-5.1715326,-4.375418,15.390265,-2.8255315,1.3216069,3.4454246,-3.50894,-5.4385166,14.590845,14.157295,-6.6174407,-17.979828,1.0643375,-8.531095,13.543559
1966,203111,Orlando Johnson,2012,2,2013-14,38,113,36,0.3185840707964602,draft,9.741676,-0.9226711,2.993267,14.486701,8.861706,4.0740347,11.362161,7.768243,10.217289,-14.008748,-1.8005483,3.7896037,-2.7226548,2.3423007,-5.5098515,6.3451605,-2.1127095,5.416179,-6.016588,-10.341507,-15.867254,0.72978485,-8.039483,10.55566
1967,203111,Orlando Johnson,2012,4,2015-16,6,34,9,0.2647058823529412,draft,13.594135,0.18251085,4.0942483,3.9194348,5.602118,-3.7173557,3.0617514,1.8118458,19.116959,-0.019791901,4.687649,6.8393364,-7.442507,-2.7286773,-6.739209,10.19911,-5.252491,4.7660103,11.912453,-11.572121,-3.6820126,2.66433,-5.973717,4.2972236
1968,203112,Quincy Acy,2012,1,2012-13,25,75,42,0.56,draft,17.959583,-11.417601,0.45574778,20.802101,10.510557,-2.23612,7.181464,-5.9019485,21.637993,4.398763,15.112938,12.148514,-11.934931,-0.041777253,-18.526752,10.275463,3.700552,17.448606,9.591053,-14.121942,-16.332191,16.758072,-13.420423,1.7303984
1969,203112,Quincy Acy,2012,2,2013-14,50,141,66,0.4680851063829787,draft,9.418968,-7.023669,-5.783717,17.557259,7.6155605,-7.6029344,-4.170192,1.7713237,20.191034,1.5498582,7.0379677,12.632605,-7.723331,-8.673424,-10.048667,7.627881,4.6738014,11.416026,8.473892,-4.8343744,-23.750008,10.864763,-8.043437,14.680775
1970,203112,Quincy Acy,2012,3,2014-15,65,331,152,0.459214501510574,draft,8.139861,-7.9571333,-4.7968454,18.449833,8.472895,-6.2141705,9.410154,-7.4210825,8.463145,2.3912222,6.0496264,16.096632,-3.1700149,0.4779978,-8.884604,-3.7720683,-2.3532777,15.890015,7.629621,-16.17111,-14.870344,13.361495,-13.601984,-0.4016956
1971,203112,Quincy Acy,2012,4,2015-16,52,213,119,0.5586854460093896,draft,12.973446,-18.07353,-5.8857327,29.905094,22.938393,-14.932833,14.304956,-11.08681,-2.856797,1.7923472,11.407534,34.52166,-6.3800764,0.8056846,-17.124378,-4.181318,-9.461489,36.4457,3.319809,-25.619656,-22.180277,15.255207,-26.290123,-6.3251257
1972,203113,Quincy Miller,2012,2,2013-14,50,256,94,0.3671875,draft,10.470343,-4.397645,0.888307,9.6497345,6.7023177,-1.1248585,5.8244247,4.061468,16.01145,-1.2384579,-1.6059372,10.266823,-4.597264,4.677894,-6.566933,8.693019,-6.398971,7.015663,-1.8278658,-5.3287683,-16.13562,0.7936386,-5.381881,9.285792
1973,203113,Quincy Miller,2012,3,2014-15,9,38,9,0.2368421052631578,draft,9.588562,-2.226055,-1.4510319,5.625339,8.901841,3.9496512,-0.98902524,0.890009,13.705132,-20.590122,-1.6534432,1.5404999,-0.20512104,-6.6785803,-8.817056,10.482433,1.9690776,8.967488,9.849617,-14.870386,-6.5212855,1.7638745,-14.899625,2.7905836
1974,203114,Khris Middleton,2012,1,2012-13,24,139,62,0.4460431654676259,draft,8.416681,-6.884135,-1.6105955,9.868744,4.9224257,0.3158741,-0.72104704,-2.6662037,20.768661,-3.949994,6.429744,6.0575995,-10.989048,-2.3890388,-6.494836,0.8142134,-1.5413322,4.021556,10.731392,-11.373596,-12.87694,6.8959513,-8.504808,3.7720878
1975,203114,Khris Middleton,2012,2,2013-14,82,852,376,0.4413145539906103,draft,1.1059905,-7.9646826,-3.2636776,13.813004,7.3854365,-1.2667392,-0.97405183,-6.158436,10.234291,-5.660928,-1.6302121,12.684301,-3.1107848,-2.0893621,-0.20967616,-4.468121,-2.4064517,7.3449044,5.972858,-5.141273,-20.187721,0.99119073,-9.883817,3.790791
1976,203114,Khris Middleton,2012,3,2014-15,79,869,406,0.4672036823935558,draft,2.1400425,-3.155212,-1.7817918,13.398219,6.3706985,-1.86252,6.476633,-5.0816307,11.053835,-3.550705,-0.13609168,15.004732,-3.0928645,-4.5780225,1.4766405,-5.3568754,-0.7633727,7.1632876,7.672015,-9.402008,-19.600468,1.2097663,-13.323455,2.577402
1977,203114,Khris Middleton,2012,4,2015-16,79,1142,507,0.4439579684763572,draft,4.542226,-9.650566,-0.33554935,10.87286,5.5573153,0.81890416,-0.8741317,-5.9163704,10.181893,-8.824739,-0.16722879,9.325677,-5.8464165,-2.177753,-4.559384,-3.9463265,-2.165638,7.809968,5.085206,-7.5973263,-15.788882,3.1129453,-11.777452,1.622206
1978,203115,Will Barton,2012,1,2012-13,65,308,118,0.3831168831168831,draft,10.242845,-7.3033533,0.47627294,11.732773,7.1825976,-5.870313,6.005308,3.2538624,16.138557,2.085013,10.6735735,8.412055,-7.5135875,-6.185974,-7.488815,2.7566943,2.0973516,7.1582403,8.856549,-14.803076,-9.263257,10.143879,-10.536313,-0.003576517
1979,203115,Will Barton,2012,2,2013-14,38,155,65,0.4193548387096774,draft,11.924635,1.2390352,3.69508,19.649513,14.750514,-8.29988,-2.8447752,-5.3711576,4.83207,-5.4077415,7.6523013,14.228405,-3.5714498,-6.183423,-9.583937,-0.75576544,0.57657146,18.360855,-3.963836,-4.5401354,-22.581448,12.703039,-12.633251,5.364793
1980,203115,Will Barton,2012,3,2014-15,57,351,150,0.4273504273504273,draft,11.098936,-9.556776,-1.9785066,17.40591,9.672266,-5.817374,7.01184,-8.202335,10.733067,2.6935782,6.823513,15.105726,-4.745333,-3.2216082,-11.2725725,1.9747424,-3.0202734,13.877895,1.421162,-10.0753765,-17.958946,8.162674,-10.024416,-2.1503496
1981,203115,Will Barton,2012,4,2015-16,82,979,425,0.4341164453524004,draft,4.7670174,-3.7521052,-1.2737129,17.567701,8.856701,-3.4194462,5.6879835,-5.3068686,12.506043,2.2365036,1.2264696,14.275499,-3.9840345,-3.0484395,-2.585381,1.7232453,-0.8328426,6.5031986,7.818224,-4.646481,-21.980267,4.688327,-6.8603973,3.172154
1982,203116,Tyshawn Taylor,2012,1,2012-13,28,87,32,0.367816091954023,draft,-3.8106298,-18.91603,-8.019163,19.436935,11.96904,0.98425865,1.0642467,0.2757907,10.12764,-10.271071,-11.377683,11.025938,-12.133923,4.8928957,3.8272266,2.6794426,-12.093248,3.7724345,6.6389136,-3.5863667,-20.99038,-1.5390931,-5.85972,15.775867
1983,203116,Tyshawn Taylor,2012,2,2013-14,17,91,31,0.3406593406593406,draft,7.820572,0.27665466,1.8091354,9.851105,0.7360764,4.2013936,9.034673,-7.7868395,16.033686,-1.8007557,-3.3430438,4.7124143,-2.659813,1.7110962,-4.9442153,3.3411856,-1.9871618,1.7015778,11.153509,-9.85103,-12.23643,5.508815,-3.9004798,4.94146
1984,203117,Doron Lamb,2012,1,2012-13,41,162,60,0.3703703703703703,draft,7.3522406,-10.650581,2.3357198,10.585108,8.269497,3.1731682,5.542312,3.1419995,16.657917,-1.8797662,-2.5467749,8.949862,-3.0194392,4.2512245,-3.9960399,4.7533016,-3.501266,1.4995272,2.6974442,-6.1743145,-13.60843,-0.83961993,-7.9563046,1.71239
1985,203117,Doron Lamb,2012,2,2013-14,46,159,63,0.3962264150943396,draft,3.8456507,-6.4307003,5.8160276,11.792268,1.4144883,5.0919104,-2.7574935,-7.303931,7.8957105,-17.694641,-1.7035013,3.1599562,-7.8917427,-3.2841444,-1.5202668,-6.5810127,-0.5857537,6.432286,-1.6440794,-0.17743516,-19.975428,0.94853055,-9.04852,5.9817495
1986,203118,Mike Scott,2012,1,2012-13,31,147,70,0.4761904761904761,draft,12.197567,-3.8468158,-4.1486807,19.202448,13.64789,2.0838637,-1.1183664,-8.72727,17.3191,-9.3460865,3.4766865,11.649412,-10.457638,-3.3524008,-15.72246,12.417648,0.5644881,15.721258,14.605906,-10.864188,-22.68933,8.690242,-10.802438,10.275154
1987,203118,Mike Scott,2012,2,2013-14,79,626,301,0.4808306709265175,draft,9.751036,-7.106909,3.9638758,12.271496,6.65465,0.2505989,5.5024652,-4.0927024,15.953435,-1.8772782,3.4052858,9.345461,-10.053417,0.63322926,-6.81581,-2.298587,-1.7652991,6.133521,5.5519037,-11.364637,-14.557803,8.091509,-11.927095,2.6427426
1988,203118,Mike Scott,2012,3,2014-15,68,452,201,0.4446902654867257,draft,3.3172596,-6.0474415,-2.4971354,14.890802,8.611583,-0.8671572,2.5481172,-3.1504462,11.7148905,-4.2397685,-0.7987851,10.334894,-3.1442256,-4.748662,-3.0931754,-1.1413634,0.22740379,4.7185745,7.1176176,-8.501214,-18.02636,3.6952088,-9.511255,3.5970626
1989,203118,Mike Scott,2012,4,2015-16,70,376,176,0.4680851063829787,draft,5.500081,-10.792628,-3.3506267,18.760715,12.901936,-2.814915,4.785356,-4.1719737,8.140625,-3.990152,1.8935392,15.848888,-1.8376563,-0.19067657,-6.5951524,2.1765475,-3.894811,12.382148,1.9904006,-8.497381,-21.284744,2.035344,-10.658862,-1.5795517
1990,203119,Kim English,2012,1,2012-13,34,112,42,0.375,draft,9.275007,-1.4357795,3.5858643,14.763654,2.365396,-3.5275786,1.8188297,-7.318751,12.177582,-0.20339653,6.3600597,11.936823,-6.341319,-10.217845,-6.4737673,1.8572042,5.478436,10.805563,9.3857355,-3.4138854,-18.475212,5.5385137,-8.958743,5.9827127
1991,203120,Justin Hamilton,2012,3,2014-15,36,178,85,0.4775280898876404,draft,8.421818,-4.41911,-4.5175037,17.084267,8.984282,-6.966554,6.8599195,-11.281556,8.882577,1.3319995,5.067486,25.139996,-3.5175219,3.3290348,-10.235912,-2.128587,-6.417274,20.979279,13.427553,-18.486675,-19.90821,6.7767878,-15.425978,-0.19278878
1992,203121,Darius Miller,2012,1,2012-13,41,108,44,0.4074074074074074,draft,4.9239087,-1.130307,0.82427514,15.789454,8.3366995,7.8048673,7.694776,-0.9171468,7.6715603,-22.117245,-7.402194,10.749684,-1.5831733,-1.9095314,-1.9734116,2.5475054,-1.8163089,8.805964,-6.338719,-4.8122954,-29.350021,-8.991866,-11.421799,10.996721
1993,203121,Darius Miller,2012,2,2013-14,39,165,73,0.4424242424242424,draft,1.5462148,-12.653004,-0.6381667,13.842892,2.05877,4.787653,-5.418789,-11.715597,7.4626603,-13.303776,0.38190508,5.4972305,-7.9758945,3.5826247,-3.2984695,-10.946356,-4.0683184,7.731616,9.870871,-7.471572,-13.607813,3.7569664,-9.471397,4.9412513
1994,203122,Kevin Murphy,2012,1,2012-13,14,28,7,0.25,draft,7.5523767,5.242112,3.796845,10.555611,0.5207349,-5.5456333,3.540525,-4.60126,16.965878,6.212516,3.2525418,10.304623,-4.820424,-2.6847444,-0.22621405,4.085283,-6.625207,-0.95188093,17.322218,-6.4354787,-13.626707,0.46726152,4.9907136,7.083545
1995,203123,Kostas Papanikolaou,2012,3,2014-15,41,197,69,0.350253807106599,draft,8.422994,-9.086433,-0.22572044,13.969223,11.489364,-7.2027254,1.8878928,-6.750661,7.3541136,-2.9519157,3.864204,10.564866,-9.490836,-4.6755524,-6.346262,2.3398902,-5.56325,14.118443,3.3310523,-9.469351,-11.994776,9.404625,-10.392018,4.2162275
1996,203123,Kostas Papanikolaou,2012,4,2015-16,20,65,24,0.3692307692307692,draft,11.475101,0.8604827,6.638011,5.6954327,4.8802857,-5.5532575,3.5009298,-5.011955,23.673912,9.607517,-1.7665205,16.45747,-3.7035546,-5.370413,-2.504995,2.9329188,-4.2332525,1.4630291,5.2421885,-1.3886781,-19.628422,0.7538518,-5.610148,1.0596187
1997,203124,Kyle O'Quinn,2012,1,2012-13,47,197,101,0.5126903553299492,draft,16.5116,-3.8815024,6.3018875,11.255573,9.435,5.5068045,7.83451,-3.0676966,30.33435,-1.6979151,-3.4053493,9.64767,-10.688323,5.227597,-11.709673,5.2117133,-1.1413172,3.3333757,2.2617757,-13.100868,-21.74219,10.211477,-15.339706,6.6739426
1998,203124,Kyle O'Quinn,2012,2,2013-14,64,370,186,0.5027027027027027,draft,7.467978,-3.5421853,0.75736856,11.873821,1.4414577,-0.445863,-1.8837996,-4.5082746,22.485779,1.6775147,5.144239,13.478247,-12.892631,-1.278223,-7.0706625,3.2368035,-0.3653679,5.7301607,16.261408,-4.3729734,-24.415707,3.3912249,-3.638373,9.285519
1999,203124,Kyle O'Quinn,2012,3,2014-15,48,241,119,0.4937759336099585,draft,10.355206,-7.558858,0.0002593398,9.922161,2.8180466,-2.0058339,-2.7862663,-4.2316155,18.199081,-2.9730322,7.581216,10.681688,-11.356286,-1.8697774,-11.206934,5.4865527,-1.9303844,11.937919,12.026933,-7.3293877,-16.605549,6.8139944,-7.2821136,6.392623
2000,203124,Kyle O'Quinn,2012,4,2015-16,61,271,129,0.4760147601476014,draft,5.64086,-11.054955,-2.3409452,11.81732,6.1669602,-4.29732,3.7962074,-3.5675898,14.24505,-0.26857582,4.594463,9.141188,-5.8708196,-4.9164934,-3.6137915,-4.0887327,-2.80392,4.056371,7.316927,-10.706606,-13.456768,7.4791346,-8.338601,-2.3711977
2001,203128,Furkan Aldemir,2012,3,2014-15,33,78,40,0.5128205128205128,draft,21.139122,-5.807992,4.026206,21.709244,9.601995,-13.336229,15.009068,1.8880985,18.658598,18.203266,21.79629,19.141582,-14.3721485,-2.3802853,-19.788647,8.656316,2.6966608,18.599228,11.028156,-18.682995,-16.49023,20.809217,-9.501158,3.6760964
2002,203135,Robert Sacre,2012,4,2015-16,23,75,31,0.4133333333333333,draft,7.4080496,-22.1898,-1.649633,10.551546,3.9281352,-5.5855885,-2.1880448,6.9336567,16.220188,-2.0824606,6.6361713,18.213245,-1.5614073,-3.0730236,-9.569868,0.5158195,5.9226313,13.616224,11.028637,-10.362931,-14.089692,1.8797745,-19.901535,-5.6722665
2003,203318,Glen Rice,2013,1,2013-14,9,36,11,0.3055555555555556,draft,10.704667,-2.6729653,8.786101,8.41035,-6.2591543,-9.3858185,-1.2165061,1.6242099,25.06276,12.399867,9.038824,11.119211,-11.535713,-9.4107065,-0.29019195,0.8219156,2.4496527,0.7879901,8.695245,3.8778996,-18.511074,4.046926,0.035231233,12.279579
2004,203457,Nerlens Noel,2013,2,2014-15,75,653,302,0.4624808575803981,draft,16.631618,-14.8311825,-6.542175,23.827152,19.368061,-18.748217,12.013657,0.5573349,9.16664,11.76686,22.992462,17.89059,-2.8138955,-12.983093,-16.87106,6.851778,4.3322954,24.811916,0.63590753,-19.128355,-11.29651,23.07943,-17.835106,-10.735935
2005,203457,Nerlens Noel,2013,3,2015-16,67,587,306,0.5212947189097104,draft,16.866753,-15.735508,-9.990557,38.66699,25.886011,-24.10188,15.796984,-15.237461,-5.9334135,13.720768,23.791447,29.539225,-1.4019308,-10.512722,-21.531727,-1.0106925,-2.4363053,38.792076,2.7635741,-23.588018,-18.399082,29.310661,-18.685127,-11.281349
2006,203457,Nerlens Noel,2013,4,2016-17,50,309,184,0.5954692556634305,draft,17.394976,-20.855953,-11.538099,42.084824,35.720585,-27.353601,25.453325,0.0918808,-1.8375697,15.061206,28.308487,30.584131,-6.0524235,-21.945635,-21.455578,6.3438554,5.3488975,36.92633,1.6266499,-30.457432,-20.15357,33.030884,-27.587505,-14.681107
2007,203458,Alex Len,2013,1,2013-14,31,78,33,0.4230769230769231,draft,19.654491,-3.3424878,2.99351,16.99281,11.502354,-13.371921,9.069458,-0.8235142,18.021887,14.524958,18.606678,11.248312,-5.141746,-5.562411,-14.321099,9.977424,-1.2694181,12.673017,5.182014,-13.927225,-8.450735,17.397429,-4.6865234,-2.3888679
2008,203458,Alex Len,2013,2,2014-15,68,353,179,0.5070821529745042,draft,14.196234,-14.098892,-6.010375,24.329376,17.050869,-16.134558,18.062695,-5.67356,6.0466332,8.859472,18.105415,21.65071,-7.436789,-13.619247,-16.093756,3.677734,0.76039696,25.89927,5.1839814,-22.413143,-15.104551,21.540867,-19.10979,-10.259566
2009,203458,Alex Len,2013,3,2015-16,74,624,264,0.4230769230769231,draft,10.697165,-16.111982,-8.673093,29.012665,19.506395,-11.179757,14.426107,-10.2703285,4.299816,8.624544,11.126318,16.6314,-2.242407,-3.7826896,-12.831253,2.305737,-4.740204,18.58604,4.849371,-17.458904,-14.216847,19.210964,-9.974891,-8.415222
2010,203458,Alex Len,2013,4,2016-17,77,462,230,0.4978354978354978,draft,17.372347,-13.842099,-0.7427809,23.058231,24.888676,-8.167622,15.243923,0.46198094,12.389892,5.711357,7.3412714,21.127977,-6.4427767,-4.34213,-16.74627,10.067341,0.41312635,19.690842,2.6543012,-20.481121,-14.809253,15.408803,-23.63336,-3.7033968
2011,203459,Allen Crabbe,2013,1,2013-14,10,33,12,0.3636363636363636,draft,10.321043,-13.746353,4.5579233,14.651133,10.834254,-7.891181,7.5501814,-1.6473668,17.568268,9.282906,-4.0024176,19.29197,1.5114064,-6.3564897,-0.74527836,-4.882022,-4.603626,0.39272165,-3.3460536,-3.552844,-19.4925,1.2456607,-12.123588,-5.3983755
2012,203459,Allen Crabbe,2013,2,2014-15,44,153,63,0.4117647058823529,draft,10.9489765,-7.9715495,0.17405784,12.275467,10.468881,-8.120349,4.971847,-4.241328,15.110388,5.276455,3.6275778,17.19991,-5.58,-4.982775,-6.8973064,5.040898,-5.103367,11.714273,4.867076,-7.647791,-15.136298,6.446414,-11.568516,-0.9851631
