tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label,shot_emb_1,shot_emb_2,shot_emb_3,shot_emb_4,shot_emb_5,shot_emb_6,shot_emb_7,shot_emb_8,shot_emb_9,shot_emb_10,shot_emb_11,shot_emb_12,shot_emb_13,shot_emb_14,shot_emb_15,shot_emb_16,shot_emb_17,shot_emb_18,shot_emb_19,shot_emb_20,shot_emb_21,shot_emb_22,shot_emb_23,shot_emb_24
1872,203080,Thomas Robinson,2012,2,2013-14,66,293,141,0.4812286689419795,draft,15.828978,-8.738575,-4.1892138,21.486153,16.211548,-10.626865,4.5430536,-4.493465,15.351727,8.546265,16.99525,14.200848,-7.151186,-5.6502395,-16.12808,9.674881,-0.12589419,17.98739,7.422074,-12.687584,-15.70775,16.965199,-8.110811,-0.21490216
1873,203080,Thomas Robinson,2012,3,2014-15,51,258,126,0.4883720930232558,draft,12.572087,-13.747632,-8.063162,25.911942,11.611968,-14.498936,3.103877,-5.0940237,12.584894,15.449671,19.508293,22.28384,-0.5109346,-10.204687,-17.192163,6.4313145,4.446349,22.237984,9.590918,-6.3796444,-25.046314,14.931837,-6.307789,-3.7235324
1874,203080,Thomas Robinson,2012,4,2015-16,64,290,130,0.4482758620689655,draft,20.134909,-9.013913,5.499268,14.538394,10.744167,-10.495899,15.707086,-3.2887654,13.303878,10.8402195,15.412773,19.567402,-3.4457715,-8.721878,-17.375696,6.1938953,3.81074,19.69036,2.1661854,-16.74556,-12.793002,13.189231,-18.309692,-10.07316
1875,203081,Damian Lillard,2012,1,2012-13,82,1286,553,0.4300155520995334,draft,3.9981213,-9.73533,-2.5292645,14.670424,8.1505575,-0.96475077,0.62146825,-5.4523745,10.138796,-6.4043264,1.025384,10.004717,-5.5620737,-1.5785289,-4.6492577,-1.7146851,-1.5062723,8.673106,5.542234,-7.9609,-17.285065,5.3702717,-10.546279,1.7303029
1876,203081,Damian Lillard,2012,2,2013-14,82,1303,553,0.4244052187260169,draft,1.2243934,-2.2236028,-6.1277046,12.968311,5.7212496,-2.9731858,0.9423836,-10.590245,10.364871,-5.2853403,-1.3671205,16.310812,-0.34181368,-1.5717165,-1.2427087,-4.078824,-2.0984774,13.046673,9.324738,-8.54775,-21.774105,3.0040882,-12.541092,3.2959914
1877,203081,Damian Lillard,2012,3,2014-15,82,1358,590,0.4344624447717231,draft,4.548722,0.0024862885,-1.1991198,14.488455,5.9169273,-0.6948168,3.7110248,-0.43636906,5.771895,-10.0424,2.8658144,11.499115,-2.9657304,-0.47578144,-8.001072,1.3850108,1.3698652,13.681518,3.9115238,-8.2117405,-22.114014,6.9317846,-9.132689,5.063879
1878,203081,Damian Lillard,2012,4,2015-16,75,1470,618,0.4204081632653061,draft,5.807734,-8.4105015,3.3316882,11.295333,11.629813,-2.4285753,-14.970671,-4.203183,4.4344244,-6.046364,4.9840145,10.074616,-6.794585,5.474665,-3.4335504,-12.576944,-8.16129,8.530276,3.9205678,-5.79351,-13.75819,6.6807556,-8.146431,5.5466485
1879,203082,Terrence Ross,2012,1,2012-13,70,454,186,0.4096916299559471,draft,3.2377703,-9.264104,0.05647762,11.360237,1.696938,0.24644446,1.4531775,-4.790968,14.497022,-1.1595124,0.7389128,9.252342,-8.313336,2.1701853,-2.1696277,1.1825936,-4.794297,4.489491,6.8551464,-2.2059183,-18.36691,0.40596488,-2.282697,5.072059
1880,203082,Terrence Ross,2012,2,2013-14,81,745,317,0.425503355704698,draft,3.2630582,-7.67992,2.8543618,11.373926,1.7230991,2.9464917,1.2221707,-10.167601,11.197301,-7.5015297,-4.113097,8.972204,-9.81707,-0.26314622,-1.6552205,-4.9771757,-5.8646235,3.8728178,7.184213,-4.271886,-17.729527,1.1027448,-7.4427023,3.9400039
1881,203082,Terrence Ross,2012,3,2014-15,82,750,309,0.412,draft,3.4198306,-9.415673,-0.9422877,13.76865,8.203923,0.10199785,-0.40921876,-0.5531994,8.86559,-10.98487,-2.3612294,9.421873,-2.7097216,-1.8732744,-3.412745,-0.015912771,-1.0785681,7.3930326,0.89166725,-4.3418202,-19.732403,1.0463458,-10.625227,1.8625407
1882,203082,Terrence Ross,2012,4,2015-16,73,621,270,0.4347826086956521,draft,2.8760908,-13.14913,0.46945044,14.243368,5.3659706,1.8674642,3.483443,-4.9174685,10.4412985,-6.497799,-2.2598002,8.666016,-4.7450743,-2.2444348,-2.1082263,-2.4903154,-1.6257662,4.302383,2.6505842,-3.773181,-18.439413,1.5696087,-9.387812,-0.8150464
1883,203083,Andre Drummond,2012,1,2012-13,58,342,208,0.6081871345029239,draft,40.50621,-7.264436,8.665602,27.383242,31.974773,-19.392,23.415554,-4.043874,24.557642,30.532475,19.791626,37.930626,-1.729572,2.8766887,-34.558804,17.379173,-3.232206,32.73127,-7.7027717,-23.961334,-21.313608,24.560194,-25.872066,-13.18997
1884,203083,Andre Drummond,2012,2,2013-14,81,768,479,0.6236979166666666,draft,30.6954,-7.857643,-3.1369548,26.30954,26.625736,-24.758991,15.817829,6.6815844,14.245925,18.103085,30.07145,34.168945,-11.114523,-6.668524,-34.021362,19.605568,4.1448956,42.560337,8.427098,-32.496532,-13.865078,29.002735,-28.962015,-0.90983796
1885,203083,Andre Drummond,2012,3,2014-15,82,959,494,0.5151199165797706,draft,27.965763,-6.0721755,-2.6167364,26.471125,22.353859,-22.600185,14.394541,-0.838815,16.151085,23.30664,29.646297,22.135849,-1.9549435,-7.836254,-26.181484,12.917631,1.5458076,28.013508,1.4860469,-21.91629,-12.78977,28.71888,-13.094959,-9.521403
1886,203083,Andre Drummond,2012,4,2015-16,81,1056,551,0.521780303030303,draft,26.171951,-3.6970518,4.0464506,34.641994,34.48764,-19.212841,-7.5977426,-0.62660813,-13.107403,-6.9720287,37.233288,20.01643,-2.2825413,-10.49858,-34.86602,3.249095,7.197445,47.99046,-1.8146017,-21.476606,-16.054996,36.96957,-23.7122,-10.612768
1887,203084,Harrison Barnes,2012,1,2012-13,81,628,276,0.4394904458598726,draft,12.915086,-2.6748543,4.449502,12.812769,5.305407,0.6994846,5.814128,-6.333333,16.155094,-0.30964893,2.3773165,13.891516,-12.103321,5.2769346,-9.488495,6.23042,-5.61639,12.275324,3.2865036,-5.100321,-19.935137,3.1771128,-7.480177,9.406818
1888,203084,Harrison Barnes,2012,2,2013-14,77,679,271,0.3991163475699558,draft,9.096403,-4.5338717,6.0371885,12.923152,6.6327925,0.14350176,0.011298973,-7.4661627,11.077654,-6.1405544,-0.18707776,10.397533,-12.01882,3.6978195,-5.5123577,-2.871437,-6.631531,9.524912,1.200584,-4.485726,-18.230814,4.921382,-8.552711,9.827045
1889,203084,Harrison Barnes,2012,3,2014-15,82,655,316,0.482442748091603,draft,7.510414,-11.437271,-2.6929092,20.858242,12.451382,-3.967692,10.466726,-2.7262444,5.153595,-3.6539464,7.185336,14.3908,-8.026709,1.4396389,-8.813555,-0.05215937,-1.9135871,18.21135,2.7846336,-13.484924,-16.642912,11.867565,-15.443735,1.3576379
1890,203084,Harrison Barnes,2012,4,2015-16,66,633,295,0.4660347551342812,draft,7.0352554,-12.623981,-1.7389838,16.61626,12.45406,-4.866581,-0.2443828,-9.907163,5.4907722,-6.2919855,3.5976608,16.39878,-7.044323,1.366011,-6.2688723,-8.061986,-5.9848614,17.51411,3.0629332,-12.6341915,-15.230848,6.8455944,-17.483747,2.0531018
1891,203085,Austin Rivers,2012,1,2012-13,59,390,145,0.3717948717948718,draft,10.828376,1.0933316,4.7735395,6.716982,2.9111936,4.1606493,-3.8889084,-8.558462,16.978273,-11.952581,-0.14570946,4.9208627,-8.951816,-3.8193355,-9.850693,2.072768,0.20074277,7.882423,5.1732087,-5.3781385,-18.093891,5.0143723,-9.49334,7.0392084
1892,203085,Austin Rivers,2012,2,2013-14,66,471,192,0.4076433121019108,draft,8.879831,-0.99378693,2.4562304,13.866722,7.801353,2.1513388,10.37689,-9.507429,19.150333,1.8825254,-3.8049202,8.5299835,-8.009166,0.66080046,-2.8904023,3.5462523,-3.9435,3.6193402,7.4295425,-7.2766714,-17.287048,8.92535,-7.2455373,6.1700363
1893,203085,Austin Rivers,2012,3,2014-15,76,495,203,0.4101010101010101,draft,9.749661,-1.7992706,3.5422578,13.145651,6.6779666,-2.0450225,-4.3461447,-4.4545183,11.879843,-8.177151,3.3547857,8.612662,-9.240029,-2.1878538,-8.263443,2.6481156,-0.8268752,10.152613,3.0918975,-3.2976549,-18.96158,5.3252125,-7.2645206,7.759078
1894,203085,Austin Rivers,2012,4,2015-16,67,513,226,0.4405458089668616,draft,5.300008,1.4074658,1.4222269,12.573782,4.459155,-0.11398506,5.546866,-4.7829385,16.856976,-2.43037,0.831535,11.643255,-9.6150255,-1.5659565,-0.54947007,-2.3678973,-3.833788,3.1124468,6.020563,-6.942427,-23.096638,1.9061348,-5.652112,8.880777
1895,203086,Meyers Leonard,2012,1,2012-13,58,276,151,0.5471014492753623,draft,14.45681,-21.74879,3.9936872,31.651848,23.96142,-11.324568,13.872619,-5.4016066,8.797277,2.9488332,10.105644,20.031242,-16.261202,-4.53446,-9.024138,-3.2810986,-5.8635654,19.765287,-8.679612,-14.36034,-22.19906,16.631165,-20.947353,0.934078
1896,203086,Meyers Leonard,2012,2,2013-14,32,90,41,0.4555555555555555,draft,6.7315445,-11.280997,-6.8947635,20.28107,6.1712236,-5.3301044,10.769712,-8.454547,8.639784,1.3516394,8.21718,19.758984,-3.5804663,-8.414214,-12.401054,2.8821228,0.46863675,16.051687,15.716997,-15.659988,-22.721874,8.087952,-10.566343,-5.337615
1897,203086,Meyers Leonard,2012,3,2014-15,50,244,125,0.5122950819672131,draft,4.796662,-19.194218,-5.963134,15.581075,11.545428,-4.388574,1.605173,-2.0612655,9.88793,-6.86941,4.674983,13.888994,-6.403436,-4.872374,-7.826895,-0.44788963,-0.37154186,15.048613,5.2359934,-13.974459,-14.492242,8.002871,-19.171326,-2.2578454
1898,203086,Meyers Leonard,2012,4,2015-16,60,432,195,0.4513888888888889,draft,-1.8431976,-9.961464,-4.852316,16.716015,7.9754286,1.858004,2.608382,-2.7898457,9.295588,-8.686575,-3.5630136,9.003265,-4.462472,5.028992,3.2852545,-3.812718,-4.760895,2.528555,7.9560356,-8.869732,-17.08956,-0.8857442,-7.3464947,5.4663544
1899,203087,Jeremy Lamb,2012,1,2012-13,15,68,24,0.3529411764705882,draft,8.867474,-8.02833,8.085799,16.14869,7.9325447,4.8792014,0.7369429,-7.4428415,9.103088,-11.112904,-0.9923176,5.7142677,-0.8397875,3.074462,-4.701032,-2.8172536,-1.2601646,4.1996202,-4.1233525,-0.96642315,-18.725897,-0.83885914,-7.5684757,-3.3922641
1900,203087,Jeremy Lamb,2012,2,2013-14,77,607,263,0.4332784184514003,draft,3.6163883,-11.085077,0.25951755,12.764513,5.5452013,1.9775873,2.8177938,-5.1177006,12.213447,-4.1071677,-1.9901891,9.835059,-7.7804813,3.4967322,-2.067781,-1.6321098,-6.0947876,4.0007324,5.5432773,-6.1855145,-16.224861,-0.23445028,-6.603025,4.178487
1901,203087,Jeremy Lamb,2012,3,2014-15,43,248,104,0.4193548387096774,draft,2.1496615,-0.2942193,1.2858312,24.237747,9.564694,-1.816993,5.557863,-16.11261,0.814873,-11.003274,-1.9294664,13.246181,-8.697992,3.4403749,2.952107,-6.965488,-6.8641157,17.260714,8.440649,-8.829769,-20.854038,6.968823,-9.393087,16.550743
1902,203087,Jeremy Lamb,2012,4,2015-16,65,509,230,0.4518664047151277,draft,4.5203915,-3.928381,-1.0415912,13.077824,2.5489779,0.2249186,4.3016143,-4.705385,15.123095,-1.6111717,1.6865438,10.669281,-7.0255904,-0.70841897,-4.7131925,-1.3527455,-0.4083379,5.5112414,9.592781,-8.583123,-19.787594,5.994895,-7.687671,4.696625
1903,203088,Kendall Marshall,2012,1,2012-13,40,151,56,0.3708609271523179,draft,3.6587563,-3.015215,4.695635,11.301937,0.89269114,0.34169364,0.6943984,-3.1064565,13.001211,-7.281228,-0.15436244,7.4681787,-9.755696,-2.5839639,-0.45310497,-6.08992,1.0668665,2.699376,8.965994,-6.100219,-17.598606,4.9025364,-8.95631,7.6317496
1904,203088,Kendall Marshall,2012,2,2013-14,54,419,170,0.4057279236276849,draft,3.8198218,-7.6487355,1.6884074,15.386557,7.3865743,1.9259399,7.3708487,-2.3832755,5.5306344,-8.095107,-4.005717,13.721142,-8.4764595,8.155104,0.22002453,-1.1197433,-8.523001,8.994503,2.834498,-7.0583954,-15.294356,-3.7467892,-9.861004,11.109978
1905,203088,Kendall Marshall,2012,3,2014-15,24,101,46,0.4554455445544554,draft,7.044841,0.38775426,-5.48711,17.285534,10.887417,-0.85425043,-3.8146636,-7.1002173,8.662186,-16.835426,1.5330522,12.609869,-1.3501786,-6.6834955,-10.977019,4.5419593,1.26491,15.108515,9.410866,-11.2246475,-24.928478,4.857129,-11.978691,4.6464443
1906,203088,Kendall Marshall,2012,4,2015-16,29,117,43,0.3675213675213675,draft,4.0662527,-5.993163,-3.3800192,16.537403,8.948743,4.793283,8.874216,-0.90580845,3.030242,-18.660473,-2.195732,10.265842,-2.8041074,2.326095,-6.182729,6.2958055,-6.8533792,13.625004,0.39692128,-10.701607,-20.382797,-5.4666295,-7.030466,8.719567
1907,203089,John Henson,2012,1,2012-13,57,336,162,0.4821428571428571,draft,19.24382,-1.7733891,2.3340883,12.861,8.975334,-12.066225,5.4478426,2.3386636,22.617859,12.431084,14.335785,14.57714,-12.021528,-2.959679,-13.6509,9.748344,-1.6473688,12.753548,7.7092304,-12.96241,-12.178923,15.033079,-8.359186,7.0709815
1908,203089,John Henson,2012,2,2013-14,70,639,344,0.5383411580594679,draft,14.080242,-11.494259,-3.9023726,21.110203,8.736124,-9.453832,12.973009,-14.262659,12.479355,9.241788,9.653183,27.216118,-6.6681104,-4.134357,-16.86972,-0.879701,-3.914035,22.792194,7.470164,-16.203207,-24.765633,14.084505,-16.672125,-5.836067
1909,203089,John Henson,2012,3,2014-15,64,346,196,0.5664739884393064,draft,26.486198,-8.47544,-3.296273,28.899273,23.316196,-25.567337,15.134636,1.8238001,10.163687,21.122124,31.89632,24.614594,-0.4741373,-11.781184,-25.95547,10.343992,4.498624,30.981873,0.3625605,-24.683323,-12.37121,27.318117,-16.997969,-11.285944
1910,203089,John Henson,2012,4,2015-16,55,291,164,0.563573883161512,draft,21.187096,-3.0048475,3.0810785,20.696548,11.371109,-14.701042,12.545319,0.99358964,20.506378,16.82859,23.153942,14.931467,-7.086058,-5.808117,-15.482655,3.8086243,2.1795213,13.255003,4.8764277,-17.89605,-12.971621,20.924349,-9.638638,-3.9524057
1911,203090,Maurice Harkless,2012,1,2012-13,75,562,260,0.4626334519572954,draft,19.378944,-0.3926075,6.4008455,11.443327,7.0530033,-8.92258,6.665221,-1.0592837,24.589397,14.502184,9.745579,18.467453,-12.756823,1.3498888,-14.017818,10.987622,-2.271945,13.054244,5.9990034,-9.188941,-17.653984,11.244818,-9.042969,7.336051
1912,203090,Maurice Harkless,2012,2,2013-14,78,481,224,0.4656964656964657,draft,11.689015,-2.0060537,4.2385936,17.88133,6.7261,-0.32378125,3.5667744,-13.402426,17.045755,-0.048367858,4.931492,14.398863,-17.035963,1.0381461,-9.748632,-1.3249462,-3.8588877,13.926182,7.4739437,-7.342902,-25.158398,11.642893,-9.82538,11.535709
1913,203090,Maurice Harkless,2012,3,2014-15,38,156,63,0.4038461538461538,draft,20.795788,-10.857941,0.607425,19.628464,13.672949,-11.53835,17.710926,-4.280902,9.309733,10.452261,18.308628,24.05901,0.16144562,-6.1693764,-22.637955,8.367275,3.1980884,27.11067,7.306839,-21.711044,-12.017926,15.635868,-20.587639,-15.33589
1914,203090,Maurice Harkless,2012,4,2015-16,75,411,195,0.4744525547445255,draft,16.026327,-7.1712627,-2.027261,29.791985,19.797478,-10.164265,25.97847,2.5770826,0.110046625,3.7054236,15.492651,24.48862,3.408147,6.5954056,-13.619391,2.2204134,-3.6000118,28.545364,-13.013027,-18.443127,-22.035141,13.800224,-17.935577,-5.999324
1915,203092,Tyler Zeller,2012,1,2012-13,76,559,245,0.4382826475849731,draft,8.146689,-6.5341034,-3.825734,14.740745,8.302181,-5.63653,3.8000336,-2.171002,16.900457,4.7779884,8.272497,11.707169,-7.354819,-5.4043837,-7.8569813,4.087616,0.87719524,8.689636,9.298567,-9.5455475,-17.223894,10.058332,-7.349717,1.6985519
1916,203092,Tyler Zeller,2012,2,2013-14,60,289,156,0.5397923875432526,draft,17.407091,-18.564775,-4.805006,23.438694,17.560997,-8.39195,5.8579626,-3.9358878,16.779156,-0.3947866,11.248057,19.783096,-9.203311,-4.112747,-20.335754,7.004018,3.5267267,25.597477,-0.10200906,-17.063688,-21.158575,18.68227,-25.602676,-0.68519163
1917,203092,Tyler Zeller,2012,3,2014-15,81,619,340,0.5492730210016155,draft,7.526079,-13.921024,-2.9989839,24.591492,12.513262,-4.608095,12.622396,-9.634348,9.608838,2.7863998,6.6578174,23.237831,-9.5437155,-3.5159297,-10.593557,-1.3569899,-2.9007752,15.194806,13.015091,-15.061932,-25.783144,9.438023,-14.127323,-6.56248
1918,203092,Tyler Zeller,2012,4,2015-16,57,290,138,0.4758620689655172,draft,11.477761,-16.492088,-3.9577866,21.50412,10.447683,-6.507269,5.1907,-10.449543,8.99902,-0.124357104,6.797763,17.517668,-4.5641303,-6.681314,-14.950374,3.9111505,1.8745457,21.114168,2.6581955,-9.025861,-21.078093,11.715303,-15.778509,-2.5136578
1919,203093,Terrence Jones,2012,1,2012-13,15,94,43,0.4574468085106383,draft,14.1980915,0.43685383,8.730762,17.29084,6.0767674,2.697193,10.313326,-2.9811826,26.07591,7.349482,6.344756,5.6886063,-14.625582,8.6661825,-7.8221884,6.3314404,-3.3912716,-0.020304441,10.804987,-8.080866,-17.247482,12.884935,-0.56335926,7.0958014
1920,203093,Terrence Jones,2012,2,2013-14,75,712,386,0.5421348314606742,draft,13.495101,-1.5325518,1.05783,20.468336,10.474308,-10.446689,7.76237,-7.5325136,16.622856,10.382437,7.5844913,26.25136,-15.122484,11.40537,-8.52458,-0.8605602,-10.682149,20.271885,7.9523606,-13.991943,-22.808128,11.751297,-11.81372,15.020865
1921,203093,Terrence Jones,2012,3,2014-15,33,298,158,0.5302013422818792,draft,20.32617,-5.214735,-0.5982084,28.208033,24.518032,-6.824161,8.824904,-9.488874,14.248536,5.8031597,12.443462,14.64055,-1.2801627,-3.0719047,-18.106705,9.068579,-1.7763865,16.519192,-4.6673803,-11.545774,-21.532337,16.551022,-9.875238,-3.5579908
1922,203093,Terrence Jones,2012,4,2015-16,48,366,165,0.4508196721311475,draft,14.255983,-7.94139,3.254664,17.893929,8.789481,-2.4738386,10.830386,-4.1784205,10.076603,1.8619533,6.021214,17.613419,-3.1853318,1.9571586,-13.529968,4.231245,-1.2031689,15.096018,1.5814173,-9.381945,-19.478674,3.7328105,-11.346236,-2.856803
1923,203094,Andrew Nicholson,2012,1,2012-13,73,486,256,0.5267489711934157,draft,4.1276326,-9.241679,1.8267492,8.579475,-1.3526549,2.2363033,4.9403067,-3.406141,18.514725,-1.4357557,-0.903092,12.902568,-10.436017,0.15448448,-2.7844172,-2.5580297,-1.831553,2.7432075,12.818873,-7.7549763,-18.534225,1.6469942,-9.996269,1.5223151
1924,203094,Andrew Nicholson,2012,2,2013-14,71,419,180,0.4295942720763723,draft,3.9258394,-14.257288,5.0364633,19.255104,7.0893583,7.1241984,8.790057,-18.007172,9.932238,-8.411977,-9.065707,8.265484,-12.020692,2.4647894,0.20070784,-3.79794,-7.5548983,3.4582381,4.9922614,-4.6732354,-18.414799,2.5810134,-9.597277,2.1103325
1925,203094,Andrew Nicholson,2012,3,2014-15,34,190,83,0.4368421052631579,draft,9.317926,-13.281955,2.5862384,14.098084,12.810524,2.388475,8.261932,-1.6857225,13.429472,-4.146065,-3.866503,12.454342,-1.2858329,4.2697897,-4.531868,2.5856307,-5.970531,3.4561558,-5.165911,-7.0591507,-18.361237,-4.383447,-10.977598,-2.8333883
1926,203094,Andrew Nicholson,2012,4,2015-16,49,310,146,0.4709677419354838,draft,3.3912103,-4.024516,-5.849337,19.750937,7.235284,-6.0315633,5.173957,-5.8537993,5.3027134,-4.0614343,3.1506853,14.745127,-1.4890587,6.451564,-0.5265349,-10.413249,-6.115202,14.7599945,4.332722,-13.923811,-17.440243,9.043344,-11.581455,7.5846844
1927,203095,Evan Fournier,2012,1,2012-13,34,152,75,0.4934210526315789,draft,5.540337,-1.607658,-5.737001,11.731054,6.311088,-5.4503117,-3.2585907,-1.3933296,16.96982,0.37924913,2.5763054,17.846754,-6.817079,-4.18524,-7.8257895,7.3867006,-1.7177851,11.568273,14.448597,-6.038134,-24.110752,2.6398194,-6.4606514,10.475958
1928,203095,Evan Fournier,2012,2,2013-14,74,543,228,0.4198895027624309,draft,9.127256,4.206217,5.937037,7.8902044,8.092808,-4.4310417,-4.542894,-10.652733,7.7712955,-5.595849,2.6113505,9.597782,-6.319315,8.743811,5.2945275,-22.733284,-9.562157,15.422869,4.485561,-15.532734,-7.327342,14.552542,-17.831802,17.73824
1929,203098,John Jenkins,2012,1,2012-13,54,294,131,0.445578231292517,draft,1.9669347,-5.101924,-5.00966,13.310386,6.6863017,6.237295,4.6606026,5.275483,11.562583,-14.947947,-3.8122153,5.810605,-0.6098957,4.1778784,-3.8624108,6.1216626,-4.716829,4.786146,1.2664227,-6.3786135,-23.529055,-2.8766456,-2.55832,8.422225
1930,203098,John Jenkins,2012,2,2013-14,10,42,16,0.3809523809523809,draft,3.640365,-17.053457,-2.206037,13.755406,1.6237702,-0.3065698,5.3219166,-2.1587214,13.100953,-1.3435174,4.080147,11.681823,-9.558155,4.4397993,-7.0787153,3.746584,-4.3171325,8.435733,18.615788,-11.76832,-13.754428,2.6582608,-5.4233713,-0.6784236
1931,203098,John Jenkins,2012,3,2014-15,20,99,49,0.494949494949495,draft,5.21551,-8.295837,-1.9924831,14.733943,5.7753386,6.858398,-0.5938685,-3.0187902,15.174329,-13.128567,-2.3407822,2.0825567,-8.808389,6.1626916,-7.765274,2.374287,-2.6209106,7.332711,1.6725075,-4.35766,-21.14405,8.155566,-5.711179,11.842442
1932,203098,John Jenkins,2012,4,2015-16,37,160,71,0.44375,draft,5.44166,-13.572322,-0.45430654,4.4921002,3.8074338,4.8793874,0.8253019,1.2170459,15.531046,-12.880682,-3.5240998,7.1107645,-5.8854947,2.6955776,-5.9755235,1.6330447,-2.6109052,5.929501,5.8349476,-12.463388,-10.172144,-2.083395,-15.381725,1.8876711
1933,203099,Jared Cunningham,2012,3,2014-15,16,33,12,0.3636363636363636,draft,4.4279923,-11.64091,-6.181146,26.011478,17.920135,-0.67286325,-5.525606,-14.072226,4.9008512,-20.207212,7.5506554,4.475285,-10.336582,-12.929191,-8.082499,-9.461219,0.86036325,14.271349,5.23016,-13.563669,-19.869143,16.828678,-16.31446,2.0522985
1934,203099,Jared Cunningham,2012,4,2015-16,27,105,36,0.3428571428571428,draft,14.616019,-14.795534,-1.6244751,23.09665,25.078236,-14.3873005,15.81732,5.9523044,3.4269493,6.508875,7.3612766,18.024628,2.5957756,-7.9795723,-10.622459,10.083145,-2.9208798,18.718882,-10.062042,-13.644674,-12.839453,10.33399,-15.303052,-5.439509
1935,203100,Tony Wroten,2012,1,2012-13,23,86,33,0.3837209302325581,draft,12.962219,-5.4430857,6.4776487,13.289159,-0.38206506,-4.4298506,6.701568,-5.8565645,24.361702,12.516285,8.986984,17.39241,-8.413182,-1.873315,-8.03594,1.8556964,2.3469644,6.7437263,8.445603,-4.7626953,-21.487217,7.6299095,-8.243068,-0.067614555
1936,203100,Tony Wroten,2012,2,2013-14,71,801,343,0.4282147315855181,draft,15.496742,-5.2645054,1.5288013,14.95755,5.9347377,-6.922041,4.1528063,-5.2453294,20.588911,9.462909,9.158611,12.40526,-12.54475,1.0612588,-13.559536,8.80043,-3.2336361,11.911855,7.6507483,-8.596366,-16.506779,12.598964,-3.657678,8.726556
1937,203100,Tony Wroten,2012,3,2014-15,30,430,175,0.4069767441860465,draft,12.006604,3.497025,-1.9382644,13.023863,9.450676,-15.431707,4.0104213,-12.676596,12.019016,14.86051,5.8911047,21.375132,-0.28000253,8.281671,0.340137,-5.3652735,-9.992135,22.929375,7.9728656,-13.07938,-8.895565,12.989241,-11.253914,16.344456
1938,203100,Tony Wroten,2012,4,2015-16,8,65,22,0.3384615384615385,draft,11.56184,-8.364471,0.099304035,15.8326435,4.963338,-10.149381,4.735607,-3.406198,16.644722,14.744304,9.903843,15.830675,-3.0444617,-3.8797846,-8.976549,7.997948,-1.8294085,10.90789,9.297764,-2.2182312,-18.04929,7.9650064,-0.2912956,0.7847055
1939,203101,Miles Plumlee,2012,2,2013-14,80,553,286,0.5171790235081374,draft,12.116352,-14.316549,-2.9678755,17.571272,7.7836075,-14.243362,7.1304135,3.8017101,12.492579,7.9864864,14.198193,20.38118,-12.0254755,-5.4045525,-12.84375,8.799203,0.48891163,21.504387,11.509351,-13.686777,-13.350234,13.739513,-15.331438,2.0191157
1940,203101,Miles Plumlee,2012,3,2014-15,66,254,136,0.5354330708661418,draft,12.015455,-28.722229,-16.558712,32.78541,22.565376,-16.88096,6.5638447,-7.155089,14.449982,7.690754,20.043453,13.972212,-7.205817,-17.72283,-16.170269,6.0416203,5.611424,26.300436,-3.3793232,-14.580553,-20.633238,30.247974,-18.841934,-3.9991977
1941,203101,Miles Plumlee,2012,4,2015-16,51,233,140,0.6008583690987125,draft,23.383242,-13.537233,-7.0739965,30.712662,27.329266,-24.817081,15.61396,5.7570157,5.7099085,14.085331,33.21235,27.576466,-1.5829096,-12.636078,-27.687008,11.125459,6.1029463,35.741173,4.3674574,-31.901297,-12.571417,26.357134,-23.936329,-13.263324
1942,203102,Arnett Moultrie,2012,1,2012-13,38,134,78,0.582089552238806,draft,10.532274,-24.732704,-2.6786575,27.400343,7.5317373,-12.98655,10.231127,-12.799071,12.559425,15.22867,9.418716,36.633293,-4.3253074,-3.613626,-14.31012,-6.082421,-1.6142815,23.259174,5.055515,-7.656744,-34.946762,9.572128,-18.389273,-10.644537
1943,203102,Arnett Moultrie,2012,2,2013-14,12,38,16,0.4210526315789473,draft,11.592596,-17.52681,1.9989328,24.119194,19.751537,5.5959654,4.8457346,-8.343895,28.807766,3.5052116,-4.927536,4.1770873,-15.154699,11.812248,-8.089139,12.606722,-10.08933,-1.9104424,6.341605,-7.4596195,-18.956656,10.565259,-0.05720687,10.101982
1944,203103,Perry Jones III,2012,1,2012-13,32,99,39,0.3939393939393939,draft,14.870427,-15.17786,4.5157504,14.234114,6.6474185,-7.1300373,11.727362,-3.0305388,12.672236,8.595819,11.541304,16.344107,1.3554595,-4.133427,-12.440975,0.81052417,3.2926767,13.176632,2.5936666,-11.331135,-11.614103,8.423171,-14.729572,-14.722071
1945,203103,Perry Jones III,2012,2,2013-14,49,180,83,0.4611111111111111,draft,3.1652892,-8.67234,-4.390402,10.83411,4.3029046,-7.286202,-1.8443638,1.9398935,17.210026,1.5519285,5.291212,11.053436,-4.372511,-8.476711,-0.40898985,-0.47804546,0.34744096,4.5354176,8.465999,-4.3939977,-17.047546,5.7786865,-7.5534725,1.5576949
1946,203103,Perry Jones III,2012,3,2014-15,37,181,73,0.4033149171270718,draft,13.139496,-4.6789637,6.729391,16.60836,8.502475,1.9842482,-1.5991182,-2.1709301,11.803165,-11.045498,5.193473,5.883619,-3.6936507,6.444961,-11.496508,1.1449051,-1.8061177,10.67061,-6.3826723,-5.0825806,-19.950153,5.8011703,-7.5108566,4.027473
