tensor_index,PLAYER_ID,season_num,PLAYER_NAME,season_string,DRAFT_YEAR,games_with_shots,shot_attempts,shot_makes,fg_pct
1557,201985,2,AJ Price,2010-11,2009,50,316,114,0.36075949367088606
1558,201985,3,AJ Price,2011-12,2009,40,172,59,0.3430232558139535
1559,201985,4,AJ Price,2012-13,2009,57,413,161,0.3898305084745763
1560,201986,4,Nando De Colo,2012-13,2009,65,241,105,0.43568464730290457
1561,201988,2,Patty Mills,2010-11,2009,60,326,135,0.41411042944785276
1562,201988,3,Patty Mills,2011-12,2009,14,130,63,0.4846153846153846
1563,201988,4,Patty Mills,2012-13,2009,51,241,113,0.46887966804979253
1564,201991,1,Lester Hudson,2009-10,2009,17,53,21,0.39622641509433965
1565,201991,3,Lester Hudson,2011-12,2009,16,162,62,0.38271604938271603
1566,202322,1,John Wall,2010-11,2010,69,969,398,0.4107327141382869
1567,202322,2,John Wall,2011-12,2010,66,893,378,0.4232922732362822
1568,202322,3,John Wall,2012-13,2010,49,732,324,0.4426229508196721
1569,202322,4,John Wall,2013-14,2010,82,1337,579,0.4330590875093493
1570,202323,1,Evan Turner,2010-11,2010,76,527,225,0.4269449715370019
1571,202323,2,Evan Turner,2011-12,2010,65,589,263,0.4465195246179966
1572,202323,3,Evan Turner,2012-13,2010,82,1052,441,0.41920152091254753
1573,202323,4,Evan Turner,2013-14,2010,81,1020,434,0.42549019607843136
1574,202324,1,Derrick Favors,2010-11,2010,78,416,215,0.5168269230769231
1575,202324,2,Derrick Favors,2011-12,2010,64,445,222,0.49887640449438203
1576,202324,3,Derrick Favors,2012-13,2010,77,566,274,0.4840989399293286
1577,202324,4,Derrick Favors,2013-14,2010,73,747,390,0.5220883534136547
1578,202325,1,Wesley Johnson,2010-11,2010,79,682,271,0.3973607038123167
1579,202325,2,Wesley Johnson,2011-12,2010,65,397,158,0.3979848866498741
1580,202325,3,Wesley Johnson,2012-13,2010,48,396,161,0.4065656565656566
1581,202325,4,Wesley Johnson,2013-14,2010,79,649,277,0.4268104776579353
1582,202326,1,DeMarcus Cousins,2010-11,2010,81,1003,432,0.4307078763708873
1583,202326,2,DeMarcus Cousins,2011-12,2010,64,998,448,0.44889779559118237
1584,202326,3,DeMarcus Cousins,2012-13,2010,75,1035,482,0.46570048309178746
1585,202326,4,DeMarcus Cousins,2013-14,2010,71,1191,591,0.49622166246851385
1586,202327,1,Ekpe Udoh,2010-11,2010,50,222,97,0.4369369369369369
1587,202327,2,Ekpe Udoh,2011-12,2010,61,295,127,0.43050847457627117
1588,202327,3,Ekpe Udoh,2012-13,2010,70,269,117,0.4349442379182156
1589,202327,4,Ekpe Udoh,2013-14,2010,39,143,57,0.3986013986013986
1590,202328,1,Greg Monroe,2010-11,2010,79,549,303,0.5519125683060109
1591,202328,2,Greg Monroe,2011-12,2010,66,780,407,0.5217948717948718
1592,202328,3,Greg Monroe,2012-13,2010,81,1057,514,0.48628192999053926
1593,202328,4,Greg Monroe,2013-14,2010,82,1014,504,0.4970414201183432
1594,202329,1,Al-Farouq Aminu,2010-11,2010,75,405,160,0.3950617283950617
1595,202329,2,Al-Farouq Aminu,2011-12,2010,64,365,150,0.410958904109589
1596,202329,3,Al-Farouq Aminu,2012-13,2010,74,474,225,0.47468354430379744
1597,202329,4,Al-Farouq Aminu,2013-14,2010,79,494,234,0.47368421052631576
1598,202330,1,Gordon Hayward,2010-11,2010,64,293,142,0.48464163822525597
1599,202330,2,Gordon Hayward,2011-12,2010,66,586,267,0.45563139931740615
1600,202330,3,Gordon Hayward,2012-13,2010,72,772,336,0.43523316062176165
1601,202330,4,Gordon Hayward,2013-14,2010,77,1032,426,0.4127906976744186
1602,202331,1,Paul George,2010-11,2010,60,394,179,0.4543147208121827
1603,202331,2,Paul George,2011-12,2010,66,637,280,0.43956043956043955
1604,202331,3,Paul George,2012-13,2010,79,1173,493,0.42028985507246375
1605,202331,4,Paul George,2013-14,2010,80,1358,577,0.42488954344624447
1606,202332,2,Cole Aldrich,2011-12,2010,19,42,22,0.5238095238095238
1607,202332,3,Cole Aldrich,2012-13,2010,30,80,44,0.55
1608,202332,4,Cole Aldrich,2013-14,2010,24,61,33,0.5409836065573771
1609,202333,1,Xavier Henry,2010-11,2010,31,160,65,0.40625
1610,202333,2,Xavier Henry,2011-12,2010,45,228,90,0.39473684210526316
1611,202333,3,Xavier Henry,2012-13,2010,38,160,66,0.4125
1612,202333,4,Xavier Henry,2013-14,2010,43,344,144,0.4186046511627907
1613,202334,1,Ed Davis,2010-11,2010,64,373,215,0.5764075067024129
1614,202334,2,Ed Davis,2011-12,2010,66,334,172,0.5149700598802395
1615,202334,3,Ed Davis,2012-13,2010,78,482,260,0.5394190871369294
1616,202334,4,Ed Davis,2013-14,2010,61,290,155,0.5344827586206896
1617,202335,1,Patrick Patterson,2010-11,2010,49,266,149,0.5601503759398496
1618,202335,2,Patrick Patterson,2011-12,2010,64,511,225,0.44031311154598823
1619,202335,3,Patrick Patterson,2012-13,2010,71,623,319,0.5120385232744783
1620,202335,4,Patrick Patterson,2013-14,2010,65,489,225,0.4601226993865031
1621,202336,1,Larry Sanders,2010-11,2010,55,268,116,0.43283582089552236
1622,202336,2,Larry Sanders,2011-12,2010,48,184,84,0.45652173913043476
1623,202336,3,Larry Sanders,2012-13,2010,70,605,306,0.5057851239669422
1624,202336,4,Larry Sanders,2013-14,2010,23,162,76,0.4691358024691358
1625,202337,1,Luke Babbitt,2010-11,2010,17,55,15,0.2727272727272727
1626,202337,2,Luke Babbitt,2011-12,2010,33,173,71,0.41040462427745666
1627,202337,3,Luke Babbitt,2012-13,2010,54,234,86,0.36752136752136755
1628,202337,4,Luke Babbitt,2013-14,2010,26,154,60,0.38961038961038963
1629,202338,1,Kevin Seraphin,2010-11,2010,49,147,66,0.4489795918367347
1630,202338,2,Kevin Seraphin,2011-12,2010,53,382,203,0.5314136125654451
1631,202338,3,Kevin Seraphin,2012-13,2010,78,716,330,0.46089385474860334
1632,202338,4,Kevin Seraphin,2013-14,2010,49,220,111,0.5045454545454545
1633,202339,1,Eric Bledsoe,2010-11,2010,77,484,206,0.4256198347107438
1634,202339,2,Eric Bledsoe,2011-12,2010,34,126,49,0.3888888888888889
1635,202339,3,Eric Bledsoe,2012-13,2010,76,565,253,0.44778761061946903
1636,202339,4,Eric Bledsoe,2013-14,2010,43,556,265,0.4766187050359712
1637,202340,1,Avery Bradley,2010-11,2010,20,67,23,0.34328358208955223
1638,202340,2,Avery Bradley,2011-12,2010,62,402,200,0.4975124378109453
1639,202340,3,Avery Bradley,2012-13,2010,50,478,192,0.401673640167364
1640,202340,4,Avery Bradley,2013-14,2010,60,824,361,0.4381067961165049
1641,202341,1,James Anderson,2010-11,2010,21,81,31,0.38271604938271603
1642,202341,2,James Anderson,2011-12,2010,40,173,66,0.3815028901734104
1643,202341,3,James Anderson,2012-13,2010,30,125,52,0.416
1644,202341,4,James Anderson,2013-14,2010,80,716,309,0.43156424581005587
1645,202342,2,Craig Brackins,2011-12,2010,11,33,9,0.2727272727272727
1646,202343,2,Elliot Williams,2011-12,2010,20,74,37,0.5
1647,202343,4,Elliot Williams,2013-14,2010,65,337,140,0.41543026706231456
1648,202344,1,Trevor Booker,2010-11,2010,55,253,139,0.549407114624506
1649,202344,2,Trevor Booker,2011-12,2010,49,341,181,0.530791788856305
1650,202344,3,Trevor Booker,2012-13,2010,46,219,108,0.4931506849315068
1651,202344,4,Trevor Booker,2013-14,2010,70,403,222,0.5508684863523573
1652,202345,1,Damion James,2010-11,2010,22,103,46,0.44660194174757284
1653,202345,2,Damion James,2011-12,2010,7,35,13,0.37142857142857144
1654,202346,1,Dominique Jones,2010-11,2010,14,44,14,0.3181818181818182
1655,202346,2,Dominique Jones,2011-12,2010,22,73,29,0.3972602739726027
1656,202346,3,Dominique Jones,2012-13,2010,23,108,40,0.37037037037037035
1657,202347,1,Quincy Pondexter,2010-11,2010,52,180,73,0.40555555555555556
1658,202347,2,Quincy Pondexter,2011-12,2010,57,238,108,0.453781512605042
1659,202347,3,Quincy Pondexter,2012-13,2010,57,298,128,0.42953020134228187
1660,202347,4,Quincy Pondexter,2013-14,2010,13,79,31,0.3924050632911392
1661,202348,1,Jordan Crawford,2010-11,2010,42,499,192,0.3847695390781563
1662,202348,2,Jordan Crawford,2011-12,2010,64,871,349,0.4006888633754305
1663,202348,3,Jordan Crawford,2012-13,2010,70,722,301,0.4168975069252078
1664,202348,4,Jordan Crawford,2013-14,2010,81,786,327,0.41603053435114506
1665,202349,1,Greivis Vasquez,2010-11,2010,65,229,95,0.4148471615720524
1666,202349,2,Greivis Vasquez,2011-12,2010,66,523,225,0.43021032504780116
1667,202349,3,Greivis Vasquez,2012-13,2010,78,1009,438,0.43409316154608524
1668,202349,4,Greivis Vasquez,2013-14,2010,78,655,277,0.42290076335877863
1669,202350,2,Daniel Orton,2011-12,2010,12,30,17,0.5666666666666667
1670,202350,3,Daniel Orton,2012-13,2010,10,26,12,0.46153846153846156
1671,202350,4,Daniel Orton,2013-14,2010,15,47,21,0.44680851063829785
1672,202351,1,Lazar Hayward,2010-11,2010,37,152,55,0.3618421052631579
1673,202351,2,Lazar Hayward,2011-12,2010,16,38,13,0.34210526315789475
1674,202354,2,Dexter Pittman,2011-12,2010,25,94,44,0.46808510638297873
1675,202355,2,Hassan Whiteside,2011-12,2010,12,27,12,0.4444444444444444
1676,202356,1,Armon Johnson,2010-11,2010,24,100,46,0.46
1677,202356,2,Armon Johnson,2011-12,2010,9,43,20,0.46511627906976744
1678,202361,1,Landry Fields,2010-11,2010,82,599,299,0.4991652754590985
1679,202361,2,Landry Fields,2011-12,2010,66,513,236,0.4600389863547758
1680,202361,3,Landry Fields,2012-13,2010,48,223,102,0.45739910313901344
1681,202361,4,Landry Fields,2013-14,2010,20,67,27,0.40298507462686567
1682,202362,1,Lance Stephenson,2010-11,2010,11,38,13,0.34210526315789475
1683,202362,2,Lance Stephenson,2011-12,2010,37,124,47,0.3790322580645161
1684,202362,3,Lance Stephenson,2012-13,2010,78,597,275,0.46063651591289784
1685,202362,4,Lance Stephenson,2013-14,2010,78,866,427,0.4930715935334873
1686,202363,4,Jarvis Varnado,2013-14,2010,19,60,36,0.6
1687,202365,1,Devin Ebanks,2010-11,2010,17,51,21,0.4117647058823529
1688,202365,2,Devin Ebanks,2011-12,2010,21,89,37,0.4157303370786517
1689,202365,3,Devin Ebanks,2012-13,2010,19,71,24,0.3380281690140845
1690,202366,2,Jerome Jordan,2011-12,2010,14,33,17,0.5151515151515151
1691,202374,2,Solomon Alabi,2011-12,2010,9,36,13,0.3611111111111111
1692,202376,1,Luke Harangody,2010-11,2010,46,206,79,0.38349514563106796
1693,202376,2,Luke Harangody,2011-12,2010,18,65,23,0.35384615384615387
1694,202378,1,Willie Warren,2010-11,2010,14,35,13,0.37142857142857144
1695,202379,1,Jeremy Evans,2010-11,2010,38,115,76,0.6608695652173913
1696,202379,2,Jeremy Evans,2011-12,2010,17,42,27,0.6428571428571429
1697,202379,3,Jeremy Evans,2012-13,2010,23,44,27,0.6136363636363636
1698,202379,4,Jeremy Evans,2013-14,2010,64,332,175,0.5271084337349398
1699,202382,1,Derrick Caracter,2010-11,2010,28,66,32,0.48484848484848486
1700,202681,1,Kyrie Irving,2011-12,2011,51,744,350,0.47043010752688175
1701,202681,2,Kyrie Irving,2012-13,2011,59,1068,484,0.45318352059925093
1702,202681,3,Kyrie Irving,2013-14,2011,71,1235,532,0.4307692307692308
1703,202681,4,Kyrie Irving,2014-15,2011,75,1232,576,0.4675324675324675
1704,202682,1,Derrick Williams,2011-12,2011,66,497,205,0.4124748490945674
1705,202682,2,Derrick Williams,2012-13,2011,78,785,338,0.4305732484076433
1706,202682,3,Derrick Williams,2013-14,2011,77,482,206,0.42738589211618255
1707,202682,4,Derrick Williams,2014-15,2011,69,485,217,0.44742268041237115
1708,202683,1,Enes Freedom,2011-12,2011,61,236,117,0.4957627118644068
1709,202683,2,Enes Freedom,2012-13,2011,70,379,206,0.5435356200527705
1710,202683,3,Enes Freedom,2013-14,2011,80,853,419,0.4912075029308324
1711,202683,4,Enes Freedom,2014-15,2011,75,928,482,0.5193965517241379
1712,202684,1,Tristan Thompson,2011-12,2011,60,441,194,0.4399092970521542
1713,202684,2,Tristan Thompson,2012-13,2011,82,798,390,0.48872180451127817
1714,202684,3,Tristan Thompson,2013-14,2011,82,760,363,0.4776315789473684
1715,202684,4,Tristan Thompson,2014-15,2011,81,488,267,0.5471311475409836
1716,202685,2,Jonas Valančiūnas,2012-13,2011,60,366,204,0.5573770491803278
1717,202685,3,Jonas Valančiūnas,2013-14,2011,81,676,359,0.5310650887573964
1718,202685,4,Jonas Valančiūnas,2014-15,2011,80,652,373,0.5720858895705522
1719,202686,1,Jan Vesely,2011-12,2011,50,218,117,0.536697247706422
1720,202686,2,Jan Vesely,2012-13,2011,40,114,57,0.5
1721,202686,3,Jan Vesely,2013-14,2011,47,173,89,0.5144508670520231
1722,202687,1,Bismack Biyombo,2011-12,2011,60,278,129,0.46402877697841727
1723,202687,2,Bismack Biyombo,2012-13,2011,77,346,156,0.4508670520231214
1724,202687,3,Bismack Biyombo,2013-14,2011,66,144,88,0.6111111111111112
1725,202687,4,Bismack Biyombo,2014-15,2011,53,186,101,0.543010752688172
1726,202688,1,Brandon Knight,2011-12,2011,66,765,319,0.4169934640522876
1727,202688,2,Brandon Knight,2012-13,2011,75,878,357,0.40660592255125283
1728,202688,3,Brandon Knight,2013-14,2011,71,1092,461,0.42216117216117216
1729,202688,4,Brandon Knight,2014-15,2011,63,888,375,0.4222972972972973
1730,202689,1,Kemba Walker,2011-12,2011,66,765,281,0.3673202614379085
1731,202689,2,Kemba Walker,2012-13,2011,82,1238,526,0.42487883683360256
1732,202689,3,Kemba Walker,2013-14,2011,73,1136,449,0.39524647887323944
1733,202689,4,Kemba Walker,2014-15,2011,62,977,378,0.38689866939611056
1734,202690,1,Jimmer Fredette,2011-12,2011,61,446,172,0.38565022421524664
1735,202690,2,Jimmer Fredette,2012-13,2011,67,409,172,0.42053789731051344
1736,202690,3,Jimmer Fredette,2013-14,2011,47,226,107,0.47345132743362833
1737,202690,4,Jimmer Fredette,2014-15,2011,41,166,63,0.3795180722891566
1738,202691,1,Klay Thompson,2011-12,2011,66,718,318,0.4428969359331476
1739,202691,2,Klay Thompson,2012-13,2011,82,1202,508,0.4226289517470882
1740,202691,3,Klay Thompson,2013-14,2011,81,1256,559,0.4450636942675159
1741,202691,4,Klay Thompson,2014-15,2011,77,1297,602,0.46414803392444104
1742,202692,1,Alec Burks,2011-12,2011,59,356,153,0.4297752808988764
1743,202692,2,Alec Burks,2012-13,2011,63,388,163,0.42010309278350516
1744,202692,3,Alec Burks,2013-14,2011,78,824,380,0.46116504854368934
1745,202692,4,Alec Burks,2014-15,2011,27,299,121,0.40468227424749165
1746,202693,1,Markieff Morris,2011-12,2011,60,435,174,0.4
1747,202693,2,Markieff Morris,2012-13,2011,82,651,266,0.40860215053763443
1748,202693,3,Markieff Morris,2013-14,2011,80,840,411,0.48928571428571427
1749,202693,4,Markieff Morris,2014-15,2011,82,1098,512,0.4663023679417122
1750,202694,1,Marcus Morris Sr.,2011-12,2011,16,54,16,0.2962962962962963
1751,202694,2,Marcus Morris Sr.,2012-13,2011,77,522,222,0.42528735632183906
1752,202694,3,Marcus Morris Sr.,2013-14,2011,82,648,288,0.4444444444444444
1753,202694,4,Marcus Morris Sr.,2014-15,2011,81,760,331,0.4355263157894737
1754,202695,1,Kawhi Leonard,2011-12,2011,64,404,199,0.49257425742574257
1755,202695,2,Kawhi Leonard,2012-13,2011,58,526,260,0.49429657794676807
1756,202695,3,Kawhi Leonard,2013-14,2011,66,645,337,0.5224806201550387
1757,202695,4,Kawhi Leonard,2014-15,2011,64,822,394,0.4793187347931874
1758,202696,1,Nikola Vučević,2011-12,2011,49,291,131,0.45017182130584193
1759,202696,2,Nikola Vučević,2012-13,2011,77,889,461,0.5185601799775028
1760,202696,3,Nikola Vučević,2013-14,2011,57,696,353,0.507183908045977
1761,202696,4,Nikola Vučević,2014-15,2011,74,1206,631,0.5232172470978441
1762,202697,1,Iman Shumpert,2011-12,2011,59,531,214,0.4030131826741996
1763,202697,2,Iman Shumpert,2012-13,2011,45,273,109,0.3992673992673993
1764,202697,3,Iman Shumpert,2013-14,2011,74,484,183,0.378099173553719
1765,202697,4,Iman Shumpert,2014-15,2011,61,470,193,0.4106382978723404
1766,202698,1,Chris Singleton,2011-12,2011,63,312,116,0.3717948717948718
1767,202698,2,Chris Singleton,2012-13,2011,47,241,92,0.3817427385892116
1768,202698,3,Chris Singleton,2013-14,2011,18,67,25,0.373134328358209
1769,202699,1,Tobias Harris,2011-12,2011,39,169,79,0.46745562130177515
1770,202699,2,Tobias Harris,2012-13,2011,50,512,233,0.455078125
1771,202699,3,Tobias Harris,2013-14,2011,61,716,332,0.46368715083798884
1772,202699,4,Tobias Harris,2014-15,2011,68,947,442,0.46673706441393875
1773,202700,2,Donatas Motiejunas,2012-13,2011,41,213,97,0.45539906103286387
1774,202700,3,Donatas Motiejunas,2013-14,2011,58,291,131,0.45017182130584193
1775,202700,4,Donatas Motiejunas,2014-15,2011,70,700,353,0.5042857142857143
1776,202701,1,Nolan Smith,2011-12,2011,41,180,67,0.37222222222222223
1777,202701,2,Nolan Smith,2012-13,2011,36,114,42,0.3684210526315789
1778,202702,1,Kenneth Faried,2011-12,2011,46,309,181,0.5857605177993528
1779,202702,2,Kenneth Faried,2012-13,2011,79,689,380,0.5515239477503628
1780,202702,3,Kenneth Faried,2013-14,2011,80,820,447,0.5451219512195122
1781,202702,4,Kenneth Faried,2014-15,2011,75,733,373,0.5088676671214188
1782,202703,4,Nikola Mirotic,2014-15,2011,77,623,253,0.406099518459069
1783,202704,1,Reggie Jackson,2011-12,2011,43,158,51,0.3227848101265823
1784,202704,2,Reggie Jackson,2012-13,2011,65,320,149,0.465625
1785,202704,3,Reggie Jackson,2013-14,2011,80,907,403,0.44432194046306506
1786,202704,4,Reggie Jackson,2014-15,2011,77,993,432,0.4350453172205438
1787,202705,1,MarShon Brooks,2011-12,2011,56,640,274,0.428125
1788,202705,2,MarShon Brooks,2012-13,2011,65,335,155,0.4626865671641791
1789,202705,3,MarShon Brooks,2013-14,2011,31,125,57,0.456
1790,202706,1,Jordan Hamilton,2011-12,2011,25,111,48,0.43243243243243246
1791,202706,2,Jordan Hamilton,2012-13,2011,37,200,84,0.42
1792,202706,3,Jordan Hamilton,2013-14,2011,60,376,147,0.39095744680851063
1793,202706,4,Jordan Hamilton,2014-15,2011,9,35,14,0.4
1794,202707,1,JaJuan Johnson,2011-12,2011,29,121,54,0.4462809917355372
1795,202708,1,Norris Cole,2011-12,2011,64,449,177,0.39420935412026725
1796,202708,2,Norris Cole,2012-13,2011,77,424,179,0.4221698113207547
1797,202708,3,Norris Cole,2013-14,2011,81,500,207,0.414
1798,202708,4,Norris Cole,2014-15,2011,75,556,229,0.4118705035971223
1799,202709,1,Cory Joseph,2011-12,2011,22,70,22,0.3142857142857143
1800,202709,2,Cory Joseph,2012-13,2011,23,110,51,0.4636363636363636
1801,202709,3,Cory Joseph,2013-14,2011,59,265,126,0.47547169811320755
1802,202709,4,Cory Joseph,2014-15,2011,73,409,207,0.5061124694376528
1803,202710,1,Jimmy Butler III,2011-12,2011,27,79,32,0.4050632911392405
1804,202710,2,Jimmy Butler III,2012-13,2011,79,510,239,0.46862745098039216
1805,202710,3,Jimmy Butler III,2013-14,2011,67,691,275,0.3979739507959479
1806,202710,4,Jimmy Butler III,2014-15,2011,65,911,421,0.4621295279912184
1807,202711,4,Bojan Bogdanovic,2014-15,2011,76,576,261,0.453125
1808,202712,1,Justin Harper,2011-12,2011,8,31,9,0.2903225806451613
1809,202713,2,Kyle Singler,2012-13,2011,82,640,275,0.4296875
1810,202713,3,Kyle Singler,2013-14,2011,80,598,269,0.4498327759197324
1811,202713,4,Kyle Singler,2014-15,2011,78,446,172,0.38565022421524664
1812,202714,1,Shelvin Mack,2011-12,2011,62,220,88,0.4
1813,202714,2,Shelvin Mack,2012-13,2011,26,126,58,0.4603174603174603
1814,202714,3,Shelvin Mack,2013-14,2011,71,501,209,0.4171656686626746
1815,202714,4,Shelvin Mack,2014-15,2011,51,292,117,0.4006849315068493
1816,202716,1,Jordan Williams,2011-12,2011,36,152,77,0.506578947368421
1817,202717,1,Trey Thompkins,2011-12,2011,20,61,24,0.39344262295081966
1818,202718,1,Chandler Parsons,2011-12,2011,62,548,248,0.45255474452554745
1819,202718,2,Chandler Parsons,2012-13,2011,76,939,456,0.48562300319488816
1820,202718,3,Chandler Parsons,2013-14,2011,74,985,464,0.47106598984771575
1821,202718,4,Chandler Parsons,2014-15,2011,66,829,383,0.4620024125452352
1822,202719,1,Jeremy Tyler,2011-12,2011,37,209,88,0.42105263157894735
1823,202719,3,Jeremy Tyler,2013-14,2011,33,116,60,0.5172413793103449
1824,202720,1,Jon Leuer,2011-12,2011,42,191,97,0.5078534031413613
1825,202720,2,Jon Leuer,2012-13,2011,21,52,25,0.4807692307692308
1826,202720,3,Jon Leuer,2013-14,2011,44,246,121,0.491869918699187
1827,202720,4,Jon Leuer,2014-15,2011,56,273,121,0.4432234432234432
1828,202721,1,Darius Morris,2011-12,2011,17,41,17,0.4146341463414634
1829,202721,2,Darius Morris,2012-13,2011,43,187,73,0.39037433155080214
1830,202721,3,Darius Morris,2013-14,2011,23,96,39,0.40625
1831,202721,4,Darius Morris,2014-15,2011,33,106,36,0.33962264150943394
1832,202723,1,Malcolm Lee,2011-12,2011,18,59,23,0.3898305084745763
1833,202723,2,Malcolm Lee,2012-13,2011,15,75,29,0.38666666666666666
1834,202724,1,Charles Jenkins,2011-12,2011,44,290,130,0.4482758620689655
1835,202724,2,Charles Jenkins,2012-13,2011,40,121,49,0.4049586776859504
1836,202725,1,Josh Harrellson,2011-12,2011,34,149,63,0.4228187919463087
1837,202725,3,Josh Harrellson,2013-14,2011,26,82,38,0.4634146341463415
1838,202726,1,Andrew Goudelock,2011-12,2011,37,174,68,0.39080459770114945
1839,202729,1,Josh Selby,2011-12,2011,25,70,25,0.35714285714285715
1840,202730,1,Lavoy Allen,2011-12,2011,38,167,79,0.47305389221556887
1841,202730,2,Lavoy Allen,2012-13,2011,77,454,206,0.45374449339207046
1842,202730,3,Lavoy Allen,2013-14,2011,59,300,134,0.44666666666666666
1843,202730,4,Lavoy Allen,2014-15,2011,57,299,141,0.47157190635451507
1844,202731,1,Vernon Macklin,2011-12,2011,12,35,19,0.5428571428571428
1845,202732,1,DeAndre Liggins,2011-12,2011,9,25,12,0.48
1846,202732,2,DeAndre Liggins,2012-13,2011,23,47,21,0.44680851063829785
1847,202734,1,E'Twaun Moore,2011-12,2011,32,113,43,0.3805309734513274
1848,202734,2,E'Twaun Moore,2012-13,2011,74,598,237,0.3963210702341137
1849,202734,3,E'Twaun Moore,2013-14,2011,78,456,195,0.4276315789473684
1850,202734,4,E'Twaun Moore,2014-15,2011,43,139,62,0.4460431654676259
1851,202738,1,Isaiah Thomas,2011-12,2011,61,570,256,0.44912280701754387
1852,202738,2,Isaiah Thomas,2012-13,2011,78,831,366,0.4404332129963899
1853,202738,3,Isaiah Thomas,2013-14,2011,72,1096,496,0.45255474452554745
1854,202738,4,Isaiah Thomas,2014-15,2011,67,794,335,0.42191435768261965
1855,203076,1,Anthony Davis,2012-13,2012,64,675,349,0.5170370370370371
1856,203076,2,Anthony Davis,2013-14,2012,67,1005,522,0.5194029850746269
1857,203076,3,Anthony Davis,2014-15,2012,68,1196,642,0.5367892976588629
1858,203076,4,Anthony Davis,2015-16,2012,61,1134,560,0.49382716049382713
1859,203077,1,Michael Kidd-Gilchrist,2012-13,2012,78,613,281,0.45840130505709625
1860,203077,2,Michael Kidd-Gilchrist,2013-14,2012,62,353,167,0.4730878186968839
1861,203077,3,Michael Kidd-Gilchrist,2014-15,2012,55,482,224,0.46473029045643155
1862,203077,4,Michael Kidd-Gilchrist,2015-16,2012,7,61,33,0.5409836065573771
1863,203078,1,Bradley Beal,2012-13,2012,56,687,282,0.4104803493449782
1864,203078,2,Bradley Beal,2013-14,2012,73,1148,481,0.4189895470383275
1865,203078,3,Bradley Beal,2014-15,2012,63,851,363,0.42655699177438305
1866,203078,4,Bradley Beal,2015-16,2012,55,796,359,0.4510050251256281
1867,203079,1,Dion Waiters,2012-13,2012,61,815,336,0.41226993865030676
1868,203079,2,Dion Waiters,2013-14,2012,70,993,430,0.43303121852970794
1869,203079,3,Dion Waiters,2014-15,2012,80,946,375,0.3964059196617336
1870,203079,4,Dion Waiters,2015-16,2012,78,705,282,0.4
1871,203080,1,Thomas Robinson,2012-13,2012,69,321,138,0.42990654205607476
1872,203080,2,Thomas Robinson,2013-14,2012,66,293,141,0.4812286689419795
1873,203080,3,Thomas Robinson,2014-15,2012,51,258,126,0.4883720930232558
1874,203080,4,Thomas Robinson,2015-16,2012,64,290,130,0.4482758620689655
1875,203081,1,Damian Lillard,2012-13,2012,82,1286,553,0.43001555209953346
1876,203081,2,Damian Lillard,2013-14,2012,82,1303,553,0.4244052187260169
1877,203081,3,Damian Lillard,2014-15,2012,82,1358,590,0.43446244477172313
1878,203081,4,Damian Lillard,2015-16,2012,75,1470,618,0.4204081632653061
1879,203082,1,Terrence Ross,2012-13,2012,70,454,186,0.40969162995594716
1880,203082,2,Terrence Ross,2013-14,2012,81,745,317,0.425503355704698
1881,203082,3,Terrence Ross,2014-15,2012,82,750,309,0.412
1882,203082,4,Terrence Ross,2015-16,2012,73,621,270,0.43478260869565216
1883,203083,1,Andre Drummond,2012-13,2012,58,342,208,0.6081871345029239
1884,203083,2,Andre Drummond,2013-14,2012,81,768,479,0.6236979166666666
1885,203083,3,Andre Drummond,2014-15,2012,82,959,494,0.5151199165797706
1886,203083,4,Andre Drummond,2015-16,2012,81,1056,551,0.521780303030303
1887,203084,1,Harrison Barnes,2012-13,2012,81,628,276,0.4394904458598726
1888,203084,2,Harrison Barnes,2013-14,2012,77,679,271,0.39911634756995584
1889,203084,3,Harrison Barnes,2014-15,2012,82,655,316,0.48244274809160304
1890,203084,4,Harrison Barnes,2015-16,2012,66,633,295,0.4660347551342812
1891,203085,1,Austin Rivers,2012-13,2012,59,390,145,0.3717948717948718
1892,203085,2,Austin Rivers,2013-14,2012,66,471,192,0.40764331210191085
1893,203085,3,Austin Rivers,2014-15,2012,76,495,203,0.4101010101010101
1894,203085,4,Austin Rivers,2015-16,2012,67,513,226,0.4405458089668616
1895,203086,1,Meyers Leonard,2012-13,2012,58,276,151,0.5471014492753623
1896,203086,2,Meyers Leonard,2013-14,2012,32,90,41,0.45555555555555555
1897,203086,3,Meyers Leonard,2014-15,2012,50,244,125,0.5122950819672131
1898,203086,4,Meyers Leonard,2015-16,2012,60,432,195,0.4513888888888889
1899,203087,1,Jeremy Lamb,2012-13,2012,15,68,24,0.35294117647058826
1900,203087,2,Jeremy Lamb,2013-14,2012,77,607,263,0.4332784184514003
1901,203087,3,Jeremy Lamb,2014-15,2012,43,248,104,0.41935483870967744
1902,203087,4,Jeremy Lamb,2015-16,2012,65,509,230,0.4518664047151277
1903,203088,1,Kendall Marshall,2012-13,2012,40,151,56,0.3708609271523179
1904,203088,2,Kendall Marshall,2013-14,2012,54,419,170,0.40572792362768495
1905,203088,3,Kendall Marshall,2014-15,2012,24,101,46,0.45544554455445546
1906,203088,4,Kendall Marshall,2015-16,2012,29,117,43,0.36752136752136755
1907,203089,1,John Henson,2012-13,2012,57,336,162,0.48214285714285715
1908,203089,2,John Henson,2013-14,2012,70,639,344,0.5383411580594679
1909,203089,3,John Henson,2014-15,2012,64,346,196,0.5664739884393064
