PLAYER_ID,PLAYER_NAME,TSNE1,TSNE2,TSNE3,tsne_cluster,tsne_label,expected_score,realized_score,delta_score
101110,Martell Webster,-4.652892,-0.91249114,-0.20103672,2,Neutral,401.55,388.5333333333333,-13.016666666666708
101111,Charlie Villanueva,-2.7305567,3.076589,0.87923187,2,Neutral,619.6,480.6333333333334,-138.96666666666664
101112,Channing Frye,2.4155583,-3.6914144,1.2080439,0,Sleeper,370.625,634.5333333333333,263.9083333333333
101114,Deron Williams,9.775509,3.5764086,-1.2706743,0,Sleeper,1053.5,1079.0666666666666,25.566666666666606
101115,Andrew Bynum,4.042598,-5.3965592,0.13284679,0,Sleeper,419.975,801.2333333333332,381.2583333333332
101122,Danny Granger,6.193878,0.10752322,-2.4744706,0,Sleeper,885.775,951.0000000000001,65.22500000000014
101123,Gerald Green,-5.9464626,-5.125512,-0.25259387,2,Neutral,177.325,427.66666666666674,250.34166666666675
101124,Hakim Warrick,-4.864223,2.2574763,1.8130049,2,Neutral,534.3000000000001,386.70000000000005,-147.60000000000002
101126,Nate Robinson,-7.747191,3.2930925,1.0848184,1,Bust,580.2750000000001,352.3666666666666,-227.90833333333347
101127,Jarrett Jack,3.6664782,3.9160354,1.3784698,0,Sleeper,634.85,615.6999999999999,-19.15000000000009
101128,Francisco Garcia,-8.787644,3.038785,-1.5455836,1,Bust,467.65000000000003,238.80000000000004,-228.85
101130,Johan Petro,-10.530329,0.31834507,-4.1438494,1,Bust,242.77499999999998,152.3666666666667,-90.40833333333327
101131,Jason Maxiell,-5.213189,-1.4215592,2.3668687,2,Neutral,316.2,304.26666666666665,-11.933333333333337
101133,Ian Mahinmi,-3.6303046,-4.5454617,2.485038,2,Neutral,194.875,369.03333333333336,174.15833333333336
101135,David Lee,7.918832,-3.4018118,-2.0474136,0,Sleeper,746.025,1089.6333333333334,343.60833333333346
101138,Brandon Bass,-3.8848736,-4.442925,0.6541173,2,Neutral,276.3,466.7333333333333,190.43333333333328
101139,CJ Miles,-5.908519,-5.110895,-0.32379088,2,Neutral,179.05000000000004,424.6333333333334,245.58333333333334
101141,Ersan Ilyasova,0.25207996,-2.9464257,-0.6115797,2,Neutral,495.65000000000003,559.3333333333334,63.68333333333334
101142,Ronny Turiaf,-9.234184,1.1997824,-2.8159814,1,Bust,339.30000000000007,225.5666666666666,-113.73333333333346
101145,Monta Ellis,8.586898,0.9408602,0.6063003,0,Sleeper,669.025,1048.5666666666668,379.54166666666686
101150,Lou Williams,3.696092,0.5523729,3.5362341,0,Sleeper,390.32500000000005,709.6,319.275
101154,Andray Blatche,1.3839085,-4.330329,1.973879,2,Neutral,304.9,572.7666666666668,267.8666666666668
101155,Ryan Gomes,-4.9511695,3.3984268,0.35143384,1,Bust,625.55,339.83333333333326,-285.7166666666667
101161,Amir Johnson,2.0712209,-4.6955457,0.2943403,2,Neutral,399.40000000000003,626.7666666666668,227.36666666666673
101162,Marcin Gortat,5.0316114,-4.912111,-1.4041424,0,Sleeper,550.95,825.9333333333334,274.98333333333335
101179,Ronnie Price,-12.519764,0.14367005,-3.2340791,1,Bust,115.175,122.13333333333333,6.958333333333329
101181,Jose Calderon,5.570785,4.784093,1.0362494,0,Sleeper,735.0250000000001,653.1,-81.92500000000007
101236,Chuck Hayes,-1.1288372,-4.4284286,1.9596422,2,Neutral,270.22499999999997,431.49999999999994,161.27499999999998
200745,Andrea Bargnani,-2.871854,2.9181025,0.10600796,2,Neutral,639.825,488.73333333333335,-151.0916666666667
200746,LaMarcus Aldridge,8.274963,-2.0730233,-3.0036952,0,Sleeper,899.4000000000001,1151.2333333333336,251.83333333333348
200748,Tyrus Thomas,-8.642208,4.143515,-2.8167794,1,Bust,459.75,192.00000000000003,-267.75
200751,Randy Foye,-1.3327328,1.4557568,-0.88109183,2,Neutral,524.4000000000001,464.79999999999995,-59.600000000000136
200752,Rudy Gay,5.2055306,0.09992599,-3.3785214,0,Sleeper,910.3749999999998,839.5666666666667,-70.80833333333305
200755,JJ Redick,2.275946,-0.5915068,4.412705,2,Neutral,261.9,563.1666666666666,301.26666666666665
200757,Thabo Sefolosha,-4.046224,-2.3170733,-0.13392465,2,Neutral,337.07500000000005,394.50000000000006,57.42500000000001
200758,Ronnie Brewer,-5.28171,3.347471,0.37943256,1,Bust,601.9250000000001,355.6333333333334,-246.29166666666669
200765,Rajon Rondo,6.0486073,4.840763,0.96799624,0,Sleeper,864.55,710.7333333333335,-153.8166666666665
200768,Kyle Lowry,6.7050548,2.9782598,2.0599852,0,Sleeper,653.875,835.4333333333334,181.5583333333334
200769,Shannon Brown,-6.1952734,-5.084087,-0.30806348,2,Neutral,161.8,415.8,254.0
200770,Jordan Farmar,-9.872302,-1.0248582,1.4642419,1,Bust,367.625,381.0,13.375
200779,Steve Novak,-11.48839,-2.197127,-3.133543,1,Bust,129.325,255.53333333333333,126.20833333333334
